"Year","Month","Geography_Type","Strata","Strata_Name","Cause","Cause_Desc","Count","Annotation_Code","Annotation_Desc"
1974,05,Residence,Age,Under 1 year,ALL,All causes (total),355,,
1974,05,Residence,Age,1-4 years,ALL,All causes (total),82,,
1974,05,Residence,Age,5-14 years,ALL,All causes (total),114,,
1974,05,Residence,Age,15-24 years,ALL,All causes (total),420,,
1974,05,Residence,Age,25-34 years,ALL,All causes (total),391,,
1974,05,Residence,Age,35-44 years,ALL,All causes (total),506,,
1974,05,Residence,Age,45-54 years,ALL,All causes (total),1269,,
1974,05,Residence,Age,55-64 years,ALL,All causes (total),2260,,
1974,05,Residence,Age,65-74 years,ALL,All causes (total),3115,,
1974,05,Residence,Age,75-84 years,ALL,All causes (total),3590,,
1974,05,Residence,Age,85 years and over,ALL,All causes (total),2215,,
1974,05,Residence,Gender,Female,ALL,All causes (total),6400,,
1974,05,Residence,Gender,Male,ALL,All causes (total),7921,,
1974,06,Occurrence,Total Population,Total Population,ALL,All causes (total),13672,,
1974,06,Occurrence,Age,Under 1 year,ALL,All causes (total),361,,
1974,06,Occurrence,Age,1-4 years,ALL,All causes (total),93,,
1974,06,Occurrence,Age,5-14 years,ALL,All causes (total),106,,
1974,06,Occurrence,Age,15-24 years,ALL,All causes (total),397,,
1974,06,Occurrence,Age,25-34 years,ALL,All causes (total),381,,
1974,06,Occurrence,Age,35-44 years,ALL,All causes (total),471,,
1974,06,Occurrence,Age,45-54 years,ALL,All causes (total),1207,,
1974,06,Occurrence,Age,55-64 years,ALL,All causes (total),2060,,
1974,06,Occurrence,Age,65-74 years,ALL,All causes (total),3061,,
1974,06,Occurrence,Age,75-84 years,ALL,All causes (total),3383,,
1974,06,Occurrence,Age,85 years and over,ALL,All causes (total),2149,,
1974,06,Occurrence,Gender,Female,ALL,All causes (total),6286,,
1974,06,Occurrence,Gender,Male,ALL,All causes (total),7386,,
1974,06,Residence,Total Population,Total Population,ALL,All causes (total),13695,,
1974,06,Residence,Age,Under 1 year,ALL,All causes (total),357,,
1974,06,Residence,Age,1-4 years,ALL,All causes (total),95,,
1974,06,Residence,Age,5-14 years,ALL,All causes (total),110,,
1974,06,Residence,Age,15-24 years,ALL,All causes (total),404,,
1974,06,Residence,Age,25-34 years,ALL,All causes (total),375,,
1974,06,Residence,Age,35-44 years,ALL,All causes (total),470,,
1974,06,Residence,Age,45-54 years,ALL,All causes (total),1204,,
1974,06,Residence,Age,55-64 years,ALL,All causes (total),2081,,
1974,06,Residence,Age,65-74 years,ALL,All causes (total),3064,,
1974,06,Residence,Age,75-84 years,ALL,All causes (total),3387,,
1974,06,Residence,Age,85 years and over,ALL,All causes (total),2145,,
1974,06,Residence,Gender,Female,ALL,All causes (total),6286,,
1974,06,Residence,Gender,Male,ALL,All causes (total),7409,,
1974,07,Occurrence,Total Population,Total Population,ALL,All causes (total),14005,,
1974,07,Occurrence,Age,Under 1 year,ALL,All causes (total),345,,
1974,07,Occurrence,Age,1-4 years,ALL,All causes (total),77,,
1974,07,Occurrence,Age,5-14 years,ALL,All causes (total),123,,
1974,07,Occurrence,Age,15-24 years,ALL,All causes (total),450,,
1974,07,Occurrence,Age,25-34 years,ALL,All causes (total),387,,
1974,07,Occurrence,Age,35-44 years,ALL,All causes (total),510,,
1974,07,Occurrence,Age,45-54 years,ALL,All causes (total),1262,,
1974,07,Occurrence,Age,55-64 years,ALL,All causes (total),2218,,
1974,07,Occurrence,Age,65-74 years,ALL,All causes (total),3020,,
1974,07,Occurrence,Age,75-84 years,ALL,All causes (total),3461,,
1974,07,Occurrence,Age,85 years and over,ALL,All causes (total),2150,,
1974,07,Occurrence,Gender,Female,ALL,All causes (total),6309,,
1974,07,Occurrence,Gender,Male,ALL,All causes (total),7696,,
1974,07,Residence,Total Population,Total Population,ALL,All causes (total),14054,,
1974,07,Residence,Age,Under 1 year,ALL,All causes (total),345,,
1974,07,Residence,Age,1-4 years,ALL,All causes (total),77,,
1974,07,Residence,Age,5-14 years,ALL,All causes (total),123,,
1974,07,Residence,Age,15-24 years,ALL,All causes (total),458,,
1974,07,Residence,Age,25-34 years,ALL,All causes (total),388,,
1974,07,Residence,Age,35-44 years,ALL,All causes (total),513,,
1974,07,Residence,Age,45-54 years,ALL,All causes (total),1267,,
1974,07,Residence,Age,55-64 years,ALL,All causes (total),2234,,
1974,07,Residence,Age,65-74 years,ALL,All causes (total),3034,,
1974,07,Residence,Age,75-84 years,ALL,All causes (total),3460,,
1974,07,Residence,Age,85 years and over,ALL,All causes (total),2153,,
1974,07,Residence,Gender,Female,ALL,All causes (total),6322,,
1974,07,Residence,Gender,Male,ALL,All causes (total),7732,,
1974,08,Occurrence,Total Population,Total Population,ALL,All causes (total),13645,,
1974,08,Occurrence,Age,Under 1 year,ALL,All causes (total),351,,
1974,08,Occurrence,Age,1-4 years,ALL,All causes (total),85,,
1974,08,Occurrence,Age,5-14 years,ALL,All causes (total),105,,
1974,08,Occurrence,Age,15-24 years,ALL,All causes (total),467,,
1974,08,Occurrence,Age,25-34 years,ALL,All causes (total),388,,
1974,08,Occurrence,Age,35-44 years,ALL,All causes (total),498,,
1974,08,Occurrence,Age,45-54 years,ALL,All causes (total),1239,,
1974,08,Occurrence,Age,55-64 years,ALL,All causes (total),2115,,
1974,08,Occurrence,Age,65-74 years,ALL,All causes (total),2999,,
1974,08,Occurrence,Age,75-84 years,ALL,All causes (total),3322,,
1974,08,Occurrence,Age,85 years and over,ALL,All causes (total),2075,,
1974,08,Occurrence,Gender,Female,ALL,All causes (total),6148,,
1974,08,Occurrence,Gender,Male,ALL,All causes (total),7497,,
1974,08,Residence,Total Population,Total Population,ALL,All causes (total),13696,,
1974,08,Residence,Age,Under 1 year,ALL,All causes (total),351,,
1974,08,Residence,Age,1-4 years,ALL,All causes (total),89,,
1974,08,Residence,Age,5-14 years,ALL,All causes (total),116,,
1974,08,Residence,Age,15-24 years,ALL,All causes (total),468,,
1974,08,Residence,Age,25-34 years,ALL,All causes (total),394,,
1974,08,Residence,Age,35-44 years,ALL,All causes (total),505,,
1974,08,Residence,Age,45-54 years,ALL,All causes (total),1240,,
1974,08,Residence,Age,55-64 years,ALL,All causes (total),2125,,
1974,08,Residence,Age,65-74 years,ALL,All causes (total),3001,,
1974,08,Residence,Age,75-84 years,ALL,All causes (total),3322,,
1974,08,Residence,Age,85 years and over,ALL,All causes (total),2084,,
1974,08,Residence,Gender,Female,ALL,All causes (total),6162,,
1974,08,Residence,Gender,Male,ALL,All causes (total),7534,,
1974,09,Occurrence,Total Population,Total Population,ALL,All causes (total),13645,,
1974,09,Occurrence,Age,Under 1 year,ALL,All causes (total),354,,
1974,09,Occurrence,Age,1-4 years,ALL,All causes (total),70,,
1974,09,Occurrence,Age,5-14 years,ALL,All causes (total),101,,
1974,09,Occurrence,Age,15-24 years,ALL,All causes (total),464,,
1974,09,Occurrence,Age,25-34 years,ALL,All causes (total),402,,
1974,09,Occurrence,Age,35-44 years,ALL,All causes (total),522,,
1974,09,Occurrence,Age,45-54 years,ALL,All causes (total),1189,,
1974,09,Occurrence,Age,55-64 years,ALL,All causes (total),2090,,
1974,09,Occurrence,Age,65-74 years,ALL,All causes (total),2846,,
1974,09,Occurrence,Age,75-84 years,ALL,All causes (total),3464,,
1974,09,Occurrence,Age,85 years and over,ALL,All causes (total),2139,,
1974,09,Occurrence,Gender,Female,ALL,All causes (total),6157,,
1974,09,Occurrence,Gender,Male,ALL,All causes (total),7488,,
1974,09,Residence,Total Population,Total Population,ALL,All causes (total),13689,,
1974,09,Residence,Age,Under 1 year,ALL,All causes (total),354,,
1974,09,Residence,Age,1-4 years,ALL,All causes (total),72,,
1974,09,Residence,Age,5-14 years,ALL,All causes (total),99,,
1974,09,Residence,Age,15-24 years,ALL,All causes (total),462,,
1974,09,Residence,Age,25-34 years,ALL,All causes (total),396,,
1974,09,Residence,Age,35-44 years,ALL,All causes (total),526,,
1974,09,Residence,Age,45-54 years,ALL,All causes (total),1205,,
1974,09,Residence,Age,55-64 years,ALL,All causes (total),2109,,
1974,09,Residence,Age,65-74 years,ALL,All causes (total),2847,,
1974,09,Residence,Age,75-84 years,ALL,All causes (total),3473,,
1974,09,Residence,Age,85 years and over,ALL,All causes (total),2142,,
1974,09,Residence,Gender,Female,ALL,All causes (total),6168,,
1974,09,Residence,Gender,Male,ALL,All causes (total),7521,,
1974,10,Occurrence,Total Population,Total Population,ALL,All causes (total),14245,,
1974,10,Occurrence,Age,Under 1 year,ALL,All causes (total),387,,
1974,10,Occurrence,Age,1-4 years,ALL,All causes (total),69,,
1974,10,Occurrence,Age,5-14 years,ALL,All causes (total),90,,
1974,10,Occurrence,Age,15-24 years,ALL,All causes (total),392,,
1974,10,Occurrence,Age,25-34 years,ALL,All causes (total),387,,
1974,10,Occurrence,Age,35-44 years,ALL,All causes (total),503,,
1974,10,Occurrence,Age,45-54 years,ALL,All causes (total),1212,,
1974,10,Occurrence,Age,55-64 years,ALL,All causes (total),2243,,
1974,10,Occurrence,Age,65-74 years,ALL,All causes (total),3189,,
1974,10,Occurrence,Age,75-84 years,ALL,All causes (total),3613,,
1974,10,Occurrence,Age,85 years and over,ALL,All causes (total),2154,,
1974,10,Occurrence,Gender,Female,ALL,All causes (total),6596,,
1974,10,Occurrence,Gender,Male,ALL,All causes (total),7649,,
1974,10,Residence,Total Population,Total Population,ALL,All causes (total),14257,,
1974,10,Residence,Age,Under 1 year,ALL,All causes (total),382,,
1974,10,Residence,Age,1-4 years,ALL,All causes (total),69,,
1974,10,Residence,Age,5-14 years,ALL,All causes (total),92,,
1974,10,Residence,Age,15-24 years,ALL,All causes (total),384,,
1974,10,Residence,Age,25-34 years,ALL,All causes (total),388,,
1974,10,Residence,Age,35-44 years,ALL,All causes (total),502,,
1974,10,Residence,Age,45-54 years,ALL,All causes (total),1216,,
1974,10,Residence,Age,55-64 years,ALL,All causes (total),2246,,
1974,10,Residence,Age,65-74 years,ALL,All causes (total),3186,,
1974,10,Residence,Age,75-84 years,ALL,All causes (total),3630,,
1974,10,Residence,Age,85 years and over,ALL,All causes (total),2156,,
1974,10,Residence,Gender,Female,ALL,All causes (total),6589,,
1974,10,Residence,Gender,Male,ALL,All causes (total),7668,,
1974,11,Occurrence,Total Population,Total Population,ALL,All causes (total),14011,,
1974,11,Occurrence,Age,Under 1 year,ALL,All causes (total),365,,
1974,11,Occurrence,Age,1-4 years,ALL,All causes (total),63,,
1974,11,Occurrence,Age,5-14 years,ALL,All causes (total),106,,
1974,11,Occurrence,Age,15-24 years,ALL,All causes (total),408,,
1974,11,Occurrence,Age,25-34 years,ALL,All causes (total),367,,
1974,11,Occurrence,Age,35-44 years,ALL,All causes (total),494,,
1974,11,Occurrence,Age,45-54 years,ALL,All causes (total),1166,,
1974,11,Occurrence,Age,55-64 years,ALL,All causes (total),2151,,
1974,11,Occurrence,Age,65-74 years,ALL,All causes (total),3115,,
1974,11,Occurrence,Age,75-84 years,ALL,All causes (total),3534,,
1974,11,Occurrence,Age,85 years and over,ALL,All causes (total),2239,,
1974,11,Occurrence,Gender,Female,ALL,All causes (total),6364,,
1974,11,Occurrence,Gender,Male,ALL,All causes (total),7647,,
1974,11,Residence,Total Population,Total Population,ALL,All causes (total),13961,,
1974,11,Residence,Age,Under 1 year,ALL,All causes (total),365,,
1974,11,Residence,Age,1-4 years,ALL,All causes (total),64,,
1974,11,Residence,Age,5-14 years,ALL,All causes (total),107,,
1974,11,Residence,Age,15-24 years,ALL,All causes (total),416,,
1974,11,Residence,Age,25-34 years,ALL,All causes (total),364,,
1974,11,Residence,Age,35-44 years,ALL,All causes (total),495,,
1974,11,Residence,Age,45-54 years,ALL,All causes (total),1165,,
1974,11,Residence,Age,55-64 years,ALL,All causes (total),2132,,
1974,11,Residence,Age,65-74 years,ALL,All causes (total),3104,,
1974,11,Residence,Age,75-84 years,ALL,All causes (total),3516,,
1974,11,Residence,Age,85 years and over,ALL,All causes (total),2230,,
1974,11,Residence,Gender,Female,ALL,All causes (total),6342,,
1974,11,Residence,Gender,Male,ALL,All causes (total),7619,,
1974,12,Occurrence,Total Population,Total Population,ALL,All causes (total),15344,,
1974,12,Occurrence,Age,Under 1 year,ALL,All causes (total),392,,
1974,12,Occurrence,Age,1-4 years,ALL,All causes (total),85,,
1974,12,Occurrence,Age,5-14 years,ALL,All causes (total),102,,
1974,12,Occurrence,Age,15-24 years,ALL,All causes (total),368,,
1974,12,Occurrence,Age,25-34 years,ALL,All causes (total),421,,
1974,12,Occurrence,Age,35-44 years,ALL,All causes (total),479,,
1974,12,Occurrence,Age,45-54 years,ALL,All causes (total),1271,,
1974,12,Occurrence,Age,55-64 years,ALL,All causes (total),2329,,
1974,12,Occurrence,Age,65-74 years,ALL,All causes (total),3563,,
1974,12,Occurrence,Age,75-84 years,ALL,All causes (total),3884,,
1974,12,Occurrence,Age,85 years and over,ALL,All causes (total),2444,,
1974,12,Occurrence,Gender,Female,ALL,All causes (total),7040,,
1974,12,Occurrence,Gender,Male,ALL,All causes (total),8304,,
1974,12,Residence,Total Population,Total Population,ALL,All causes (total),15266,,
1974,12,Residence,Age,Under 1 year,ALL,All causes (total),389,,
1974,12,Residence,Age,1-4 years,ALL,All causes (total),81,,
1974,12,Residence,Age,5-14 years,ALL,All causes (total),99,,
1974,12,Residence,Age,15-24 years,ALL,All causes (total),370,,
1974,12,Residence,Age,25-34 years,ALL,All causes (total),423,,
1974,12,Residence,Age,35-44 years,ALL,All causes (total),480,,
1974,12,Residence,Age,45-54 years,ALL,All causes (total),1268,,
1974,12,Residence,Age,55-64 years,ALL,All causes (total),2317,,
1974,12,Residence,Age,65-74 years,ALL,All causes (total),3526,,
1974,12,Residence,Age,75-84 years,ALL,All causes (total),3866,,
1974,12,Residence,Age,85 years and over,ALL,All causes (total),2441,,
1974,12,Residence,Gender,Female,ALL,All causes (total),7015,,
1974,12,Residence,Gender,Male,ALL,All causes (total),8251,,
1975,01,Occurrence,Total Population,Total Population,ALL,All causes (total),16588,,
1975,01,Occurrence,Age,Under 1 year,ALL,All causes (total),380,,
1975,01,Occurrence,Age,1-4 years,ALL,All causes (total),62,,
1975,01,Occurrence,Age,5-14 years,ALL,All causes (total),100,,
1975,01,Occurrence,Age,15-24 years,ALL,All causes (total),407,,
1975,01,Occurrence,Age,25-34 years,ALL,All causes (total),404,,
1975,01,Occurrence,Age,35-44 years,ALL,All causes (total),533,,
1975,01,Occurrence,Age,45-54 years,ALL,All causes (total),1390,,
1975,01,Occurrence,Age,55-64 years,ALL,All causes (total),2425,,
1975,01,Occurrence,Age,65-74 years,ALL,All causes (total),3810,,
1975,01,Occurrence,Age,75-84 years,ALL,All causes (total),4359,,
1975,01,Occurrence,Age,85 years and over,ALL,All causes (total),2712,,
1975,01,Occurrence,Gender,Female,ALL,All causes (total),7701,,
1975,01,Occurrence,Gender,Male,ALL,All causes (total),8887,,
1975,01,Residence,Total Population,Total Population,ALL,All causes (total),16471,,
1975,01,Residence,Age,Under 1 year,ALL,All causes (total),379,,
1975,01,Residence,Age,1-4 years,ALL,All causes (total),63,,
1975,01,Residence,Age,5-14 years,ALL,All causes (total),98,,
1975,01,Residence,Age,15-24 years,ALL,All causes (total),408,,
1975,01,Residence,Age,25-34 years,ALL,All causes (total),401,,
1975,01,Residence,Age,35-44 years,ALL,All causes (total),535,,
1975,01,Residence,Age,45-54 years,ALL,All causes (total),1398,,
1975,01,Residence,Age,55-64 years,ALL,All causes (total),2405,,
1975,01,Residence,Age,65-74 years,ALL,All causes (total),3752,,
1975,01,Residence,Age,75-84 years,ALL,All causes (total),4326,,
1975,01,Residence,Age,85 years and over,ALL,All causes (total),2700,,
1975,01,Residence,Gender,Female,ALL,All causes (total),7659,,
1975,01,Residence,Gender,Male,ALL,All causes (total),8812,,
1975,02,Occurrence,Total Population,Total Population,ALL,All causes (total),14886,,
1975,02,Occurrence,Age,Under 1 year,ALL,All causes (total),361,,
1975,02,Occurrence,Age,1-4 years,ALL,All causes (total),71,,
1975,02,Occurrence,Age,5-14 years,ALL,All causes (total),87,,
1975,02,Occurrence,Age,15-24 years,ALL,All causes (total),351,,
1975,02,Occurrence,Age,25-34 years,ALL,All causes (total),370,,
1975,02,Occurrence,Age,35-44 years,ALL,All causes (total),501,,
1975,02,Occurrence,Age,45-54 years,ALL,All causes (total),1188,,
1975,02,Occurrence,Age,55-64 years,ALL,All causes (total),2322,,
1975,02,Occurrence,Age,65-74 years,ALL,All causes (total),3275,,
1975,02,Occurrence,Age,75-84 years,ALL,All causes (total),3875,,
1975,02,Occurrence,Age,85 years and over,ALL,All causes (total),2483,,
1975,02,Occurrence,Gender,Female,ALL,All causes (total),6843,,
1975,02,Occurrence,Gender,Male,ALL,All causes (total),8043,,
1975,02,Residence,Total Population,Total Population,ALL,All causes (total),14768,,
1975,02,Residence,Age,Under 1 year,ALL,All causes (total),363,,
1975,02,Residence,Age,1-4 years,ALL,All causes (total),69,,
1975,02,Residence,Age,5-14 years,ALL,All causes (total),88,,
1975,02,Residence,Age,15-24 years,ALL,All causes (total),345,,
1975,02,Residence,Age,25-34 years,ALL,All causes (total),374,,
1975,02,Residence,Age,35-44 years,ALL,All causes (total),503,,
1975,02,Residence,Age,45-54 years,ALL,All causes (total),1181,,
1975,02,Residence,Age,55-64 years,ALL,All causes (total),2300,,
1975,02,Residence,Age,65-74 years,ALL,All causes (total),3234,,
1975,02,Residence,Age,75-84 years,ALL,All causes (total),3837,,
1975,02,Residence,Age,85 years and over,ALL,All causes (total),2472,,
1975,02,Residence,Gender,Female,ALL,All causes (total),6804,,
1975,02,Residence,Gender,Male,ALL,All causes (total),7964,,
1975,03,Occurrence,Total Population,Total Population,ALL,All causes (total),14776,,
1975,03,Occurrence,Age,Under 1 year,ALL,All causes (total),346,,
1975,03,Occurrence,Age,1-4 years,ALL,All causes (total),72,,
1975,03,Occurrence,Age,5-14 years,ALL,All causes (total),97,,
1975,03,Occurrence,Age,15-24 years,ALL,All causes (total),416,,
1975,03,Occurrence,Age,25-34 years,ALL,All causes (total),422,,
1975,03,Occurrence,Age,35-44 years,ALL,All causes (total),493,,
1975,03,Occurrence,Age,45-54 years,ALL,All causes (total),1252,,
1975,03,Occurrence,Age,55-64 years,ALL,All causes (total),2265,,
1975,03,Occurrence,Age,65-74 years,ALL,All causes (total),3341,,
1975,03,Occurrence,Age,75-84 years,ALL,All causes (total),3724,,
1975,03,Occurrence,Age,85 years and over,ALL,All causes (total),2347,,
1975,03,Occurrence,Gender,Female,ALL,All causes (total),6567,,
1975,03,Occurrence,Gender,Male,ALL,All causes (total),8209,,
1975,03,Residence,Total Population,Total Population,ALL,All causes (total),14693,,
1975,03,Residence,Age,Under 1 year,ALL,All causes (total),341,,
1975,03,Residence,Age,1-4 years,ALL,All causes (total),72,,
1975,03,Residence,Age,5-14 years,ALL,All causes (total),96,,
1975,03,Residence,Age,15-24 years,ALL,All causes (total),420,,
1975,03,Residence,Age,25-34 years,ALL,All causes (total),424,,
1975,03,Residence,Age,35-44 years,ALL,All causes (total),501,,
1975,03,Residence,Age,45-54 years,ALL,All causes (total),1248,,
1975,03,Residence,Age,55-64 years,ALL,All causes (total),2251,,
1975,03,Residence,Age,65-74 years,ALL,All causes (total),3310,,
1975,03,Residence,Age,75-84 years,ALL,All causes (total),3696,,
1975,03,Residence,Age,85 years and over,ALL,All causes (total),2333,,
1975,03,Residence,Gender,Female,ALL,All causes (total),6538,,
1975,03,Residence,Gender,Male,ALL,All causes (total),8155,,
1975,04,Occurrence,Total Population,Total Population,ALL,All causes (total),13921,,
1975,04,Occurrence,Age,Under 1 year,ALL,All causes (total),370,,
1975,04,Occurrence,Age,1-4 years,ALL,All causes (total),89,,
1975,04,Occurrence,Age,5-14 years,ALL,All causes (total),74,,
1975,04,Occurrence,Age,15-24 years,ALL,All causes (total),375,,
1975,04,Occurrence,Age,25-34 years,ALL,All causes (total),392,,
1975,04,Occurrence,Age,35-44 years,ALL,All causes (total),466,,
1975,04,Occurrence,Age,45-54 years,ALL,All causes (total),1137,,
1975,04,Occurrence,Age,55-64 years,ALL,All causes (total),2127,,
1975,04,Occurrence,Age,65-74 years,ALL,All causes (total),3091,,
1975,04,Occurrence,Age,75-84 years,ALL,All causes (total),3549,,
1975,04,Occurrence,Age,85 years and over,ALL,All causes (total),2246,,
1975,04,Occurrence,Gender,Female,ALL,All causes (total),6346,,
1975,04,Occurrence,Gender,Male,ALL,All causes (total),7575,,
1975,04,Residence,Total Population,Total Population,ALL,All causes (total),13878,,
1975,04,Residence,Age,Under 1 year,ALL,All causes (total),362,,
1975,04,Residence,Age,1-4 years,ALL,All causes (total),89,,
1975,04,Residence,Age,5-14 years,ALL,All causes (total),76,,
1975,04,Residence,Age,15-24 years,ALL,All causes (total),372,,
1975,04,Residence,Age,25-34 years,ALL,All causes (total),379,,
1975,04,Residence,Age,35-44 years,ALL,All causes (total),470,,
1975,04,Residence,Age,45-54 years,ALL,All causes (total),1134,,
1975,04,Residence,Age,55-64 years,ALL,All causes (total),2140,,
1975,04,Residence,Age,65-74 years,ALL,All causes (total),3070,,
1975,04,Residence,Age,75-84 years,ALL,All causes (total),3541,,
1975,04,Residence,Age,85 years and over,ALL,All causes (total),2240,,
1975,04,Residence,Gender,Female,ALL,All causes (total),6332,,
1975,04,Residence,Gender,Male,ALL,All causes (total),7546,,
1975,05,Occurrence,Total Population,Total Population,ALL,All causes (total),14234,,
1975,05,Occurrence,Age,Under 1 year,ALL,All causes (total),356,,
1975,05,Occurrence,Age,1-4 years,ALL,All causes (total),75,,
1975,05,Occurrence,Age,5-14 years,ALL,All causes (total),98,,
1975,05,Occurrence,Age,15-24 years,ALL,All causes (total),448,,
1975,05,Occurrence,Age,25-34 years,ALL,All causes (total),468,,
1975,05,Occurrence,Age,35-44 years,ALL,All causes (total),468,,
1975,05,Occurrence,Age,45-54 years,ALL,All causes (total),1214,,
1975,05,Occurrence,Age,55-64 years,ALL,All causes (total),2186,,
1975,05,Occurrence,Age,65-74 years,ALL,All causes (total),3161,,
1975,05,Occurrence,Age,75-84 years,ALL,All causes (total),3525,,
1975,05,Occurrence,Age,85 years and over,ALL,All causes (total),2232,,
1975,05,Occurrence,Gender,Female,ALL,All causes (total),6406,,
1975,05,Occurrence,Gender,Male,ALL,All causes (total),7828,,
1975,05,Residence,Total Population,Total Population,ALL,All causes (total),14223,,
1975,05,Residence,Age,Under 1 year,ALL,All causes (total),353,,
1975,05,Residence,Age,1-4 years,ALL,All causes (total),72,,
1975,05,Residence,Age,5-14 years,ALL,All causes (total),99,,
1975,05,Residence,Age,15-24 years,ALL,All causes (total),445,,
1975,05,Residence,Age,25-34 years,ALL,All causes (total),462,,
1975,05,Residence,Age,35-44 years,ALL,All causes (total),466,,
1975,05,Residence,Age,45-54 years,ALL,All causes (total),1223,,
1975,05,Residence,Age,55-64 years,ALL,All causes (total),2195,,
1975,05,Residence,Age,65-74 years,ALL,All causes (total),3152,,
1975,05,Residence,Age,75-84 years,ALL,All causes (total),3522,,
1975,05,Residence,Age,85 years and over,ALL,All causes (total),2231,,
1975,05,Residence,Gender,Female,ALL,All causes (total),6388,,
1975,05,Residence,Gender,Male,ALL,All causes (total),7835,,
1975,06,Occurrence,Total Population,Total Population,ALL,All causes (total),13246,,
1975,06,Occurrence,Age,Under 1 year,ALL,All causes (total),333,,
1975,06,Occurrence,Age,1-4 years,ALL,All causes (total),76,,
1975,06,Occurrence,Age,5-14 years,ALL,All causes (total),102,,
1975,06,Occurrence,Age,15-24 years,ALL,All causes (total),432,,
1975,06,Occurrence,Age,25-34 years,ALL,All causes (total),449,,
1975,06,Occurrence,Age,35-44 years,ALL,All causes (total),489,,
1975,06,Occurrence,Age,45-54 years,ALL,All causes (total),1119,,
1975,06,Occurrence,Age,55-64 years,ALL,All causes (total),2032,,
1975,06,Occurrence,Age,65-74 years,ALL,All causes (total),2940,,
1975,06,Occurrence,Age,75-84 years,ALL,All causes (total),3237,,
1975,06,Occurrence,Age,85 years and over,ALL,All causes (total),2034,,
1975,06,Occurrence,Gender,Female,ALL,All causes (total),5928,,
1975,06,Occurrence,Gender,Male,ALL,All causes (total),7318,,
1975,06,Residence,Total Population,Total Population,ALL,All causes (total),13278,,
1975,06,Residence,Age,Under 1 year,ALL,All causes (total),336,,
1975,06,Residence,Age,1-4 years,ALL,All causes (total),78,,
1975,06,Residence,Age,5-14 years,ALL,All causes (total),104,,
1975,06,Residence,Age,15-24 years,ALL,All causes (total),436,,
1975,06,Residence,Age,25-34 years,ALL,All causes (total),452,,
1975,06,Residence,Age,35-44 years,ALL,All causes (total),493,,
1975,06,Residence,Age,45-54 years,ALL,All causes (total),1128,,
1975,06,Residence,Age,55-64 years,ALL,All causes (total),2040,,
1975,06,Residence,Age,65-74 years,ALL,All causes (total),2930,,
1975,06,Residence,Age,75-84 years,ALL,All causes (total),3242,,
1975,06,Residence,Age,85 years and over,ALL,All causes (total),2036,,
1975,06,Residence,Gender,Female,ALL,All causes (total),5933,,
1975,06,Residence,Gender,Male,ALL,All causes (total),7345,,
1975,07,Occurrence,Total Population,Total Population,ALL,All causes (total),14021,,
1975,07,Occurrence,Age,Under 1 year,ALL,All causes (total),316,,
1975,07,Occurrence,Age,1-4 years,ALL,All causes (total),90,,
1975,07,Occurrence,Age,5-14 years,ALL,All causes (total),106,,
1975,07,Occurrence,Age,15-24 years,ALL,All causes (total),493,,
1975,07,Occurrence,Age,25-34 years,ALL,All causes (total),467,,
1975,07,Occurrence,Age,35-44 years,ALL,All causes (total),522,,
1975,07,Occurrence,Age,45-54 years,ALL,All causes (total),1255,,
1975,07,Occurrence,Age,55-64 years,ALL,All causes (total),2181,,
1975,07,Occurrence,Age,65-74 years,ALL,All causes (total),3101,,
1975,07,Occurrence,Age,75-84 years,ALL,All causes (total),3356,,
1975,07,Occurrence,Age,85 years and over,ALL,All causes (total),2128,,
1975,07,Occurrence,Gender,Female,ALL,All causes (total),6281,,
1975,07,Occurrence,Gender,Male,ALL,All causes (total),7740,,
1975,07,Residence,Total Population,Total Population,ALL,All causes (total),14010,,
1975,07,Residence,Age,Under 1 year,ALL,All causes (total),317,,
1975,07,Residence,Age,1-4 years,ALL,All causes (total),89,,
1975,07,Residence,Age,5-14 years,ALL,All causes (total),111,,
1975,07,Residence,Age,15-24 years,ALL,All causes (total),487,,
1975,07,Residence,Age,25-34 years,ALL,All causes (total),461,,
1975,07,Residence,Age,35-44 years,ALL,All causes (total),528,,
1975,07,Residence,Age,45-54 years,ALL,All causes (total),1259,,
1975,07,Residence,Age,55-64 years,ALL,All causes (total),2194,,
1975,07,Residence,Age,65-74 years,ALL,All causes (total),3073,,
1975,07,Residence,Age,75-84 years,ALL,All causes (total),3352,,
1975,07,Residence,Age,85 years and over,ALL,All causes (total),2133,,
1975,07,Residence,Gender,Female,ALL,All causes (total),6278,,
1975,07,Residence,Gender,Male,ALL,All causes (total),7732,,
1975,08,Occurrence,Total Population,Total Population,ALL,All causes (total),13355,,
1975,08,Occurrence,Age,Under 1 year,ALL,All causes (total),322,,
1975,08,Occurrence,Age,1-4 years,ALL,All causes (total),66,,
1975,08,Occurrence,Age,5-14 years,ALL,All causes (total),94,,
1975,08,Occurrence,Age,15-24 years,ALL,All causes (total),467,,
1975,08,Occurrence,Age,25-34 years,ALL,All causes (total),443,,
1975,08,Occurrence,Age,35-44 years,ALL,All causes (total),480,,
1975,08,Occurrence,Age,45-54 years,ALL,All causes (total),1176,,
1975,08,Occurrence,Age,55-64 years,ALL,All causes (total),2074,,
1975,08,Occurrence,Age,65-74 years,ALL,All causes (total),2969,,
1975,08,Occurrence,Age,75-84 years,ALL,All causes (total),3247,,
1975,08,Occurrence,Age,85 years and over,ALL,All causes (total),2012,,
