"Year","Geography_Type","Strata","Strata_Name","Cause","Cause_Desc","Count","Annotation_Code","Annotation_Desc"
2007,Occurrence,Race-Ethnicity,Hispanic,HYP,Essential hypertension and hypertensive renal disease,474,,
2007,Occurrence,Race-Ethnicity,Multi-Race,HYP,Essential hypertension and hypertensive renal disease,,1,Cell suppressed for small numbers
2007,Occurrence,Race-Ethnicity,White,HYP,Essential hypertension and hypertensive renal disease,2010,,
2007,Occurrence,Race-Ethnicity,Other/Unknown,HYP,Essential hypertension and hypertensive renal disease,,1,Cell suppressed for small numbers
2007,Occurrence,Total Population,Total Population,INJ,Accidents (unintentional injuries),11549,,
2007,Occurrence,Gender,Female,INJ,Accidents (unintentional injuries),3809,,
2007,Occurrence,Gender,Male,INJ,Accidents (unintentional injuries),7740,,
2007,Occurrence,Race-Ethnicity,American Indian/Alaskan Native,INJ,Accidents (unintentional injuries),85,,
2007,Occurrence,Race-Ethnicity,Asian,INJ,Accidents (unintentional injuries),679,,
2007,Occurrence,Race-Ethnicity,Black,INJ,Accidents (unintentional injuries),848,,
2007,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,INJ,Accidents (unintentional injuries),27,,
2007,Occurrence,Race-Ethnicity,Hispanic,INJ,Accidents (unintentional injuries),3027,,
2007,Occurrence,Race-Ethnicity,Multi-Race,INJ,Accidents (unintentional injuries),125,,
2007,Occurrence,Race-Ethnicity,White,INJ,Accidents (unintentional injuries),6744,,
2007,Occurrence,Race-Ethnicity,Other/Unknown,INJ,Accidents (unintentional injuries),14,,
2007,Occurrence,Total Population,Total Population,LIV,Chronic liver disease and cirrhosis,4064,,
2007,Occurrence,Gender,Female,LIV,Chronic liver disease and cirrhosis,1293,,
2007,Occurrence,Gender,Male,LIV,Chronic liver disease and cirrhosis,2771,,
2007,Occurrence,Race-Ethnicity,American Indian/Alaskan Native,LIV,Chronic liver disease and cirrhosis,55,,
2007,Occurrence,Race-Ethnicity,Asian,LIV,Chronic liver disease and cirrhosis,171,,
2007,Occurrence,Race-Ethnicity,Black,LIV,Chronic liver disease and cirrhosis,206,,
2007,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,LIV,Chronic liver disease and cirrhosis,,1,Cell suppressed for small numbers
2007,Occurrence,Race-Ethnicity,Hispanic,LIV,Chronic liver disease and cirrhosis,1434,,
2007,Occurrence,Race-Ethnicity,Multi-Race,LIV,Chronic liver disease and cirrhosis,17,,
2007,Occurrence,Race-Ethnicity,White,LIV,Chronic liver disease and cirrhosis,2168,,
2007,Occurrence,Race-Ethnicity,Other/Unknown,LIV,Chronic liver disease and cirrhosis,,1,Cell suppressed for small numbers
2007,Occurrence,Total Population,Total Population,NEP,"Nephritis, nephrotic syndrome and nephrosis",2821,,
2007,Occurrence,Gender,Female,NEP,"Nephritis, nephrotic syndrome and nephrosis",1379,,
2007,Occurrence,Gender,Male,NEP,"Nephritis, nephrotic syndrome and nephrosis",1442,,
2007,Occurrence,Race-Ethnicity,American Indian/Alaskan Native,NEP,"Nephritis, nephrotic syndrome and nephrosis",,2,Cell suppressed for complementary cell
2007,Occurrence,Race-Ethnicity,Asian,NEP,"Nephritis, nephrotic syndrome and nephrosis",288,,
2007,Occurrence,Race-Ethnicity,Black,NEP,"Nephritis, nephrotic syndrome and nephrosis",346,,
2007,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,NEP,"Nephritis, nephrotic syndrome and nephrosis",19,,
2007,Occurrence,Race-Ethnicity,Hispanic,NEP,"Nephritis, nephrotic syndrome and nephrosis",616,,
2007,Occurrence,Race-Ethnicity,Multi-Race,NEP,"Nephritis, nephrotic syndrome and nephrosis",16,,
2007,Occurrence,Race-Ethnicity,White,NEP,"Nephritis, nephrotic syndrome and nephrosis",1519,,
2007,Occurrence,Race-Ethnicity,Other/Unknown,NEP,"Nephritis, nephrotic syndrome and nephrosis",,1,Cell suppressed for small numbers
2007,Occurrence,Total Population,Total Population,PAR,Parkinson's disease,1995,,
2007,Occurrence,Gender,Female,PAR,Parkinson's disease,832,,
2007,Occurrence,Gender,Male,PAR,Parkinson's disease,1163,,
2007,Occurrence,Race-Ethnicity,American Indian/Alaskan Native,PAR,Parkinson's disease,,1,Cell suppressed for small numbers
2007,Occurrence,Race-Ethnicity,Asian,PAR,Parkinson's disease,132,,
2007,Occurrence,Race-Ethnicity,Black,PAR,Parkinson's disease,52,,
2007,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,PAR,Parkinson's disease,,1,Cell suppressed for small numbers
2007,Occurrence,Race-Ethnicity,Hispanic,PAR,Parkinson's disease,203,,
2007,Occurrence,Race-Ethnicity,Multi-Race,PAR,Parkinson's disease,,1,Cell suppressed for small numbers
2007,Occurrence,Race-Ethnicity,White,PAR,Parkinson's disease,1597,,
2007,Occurrence,Race-Ethnicity,Other/Unknown,PAR,Parkinson's disease,0,,
2007,Occurrence,Total Population,Total Population,PNF,Influenza and pneumonia,6564,,
2007,Occurrence,Gender,Female,PNF,Influenza and pneumonia,3552,,
2007,Occurrence,Gender,Male,PNF,Influenza and pneumonia,3012,,
2007,Occurrence,Race-Ethnicity,American Indian/Alaskan Native,PNF,Influenza and pneumonia,,2,Cell suppressed for complementary cell
2007,Occurrence,Race-Ethnicity,Asian,PNF,Influenza and pneumonia,695,,
2007,Occurrence,Race-Ethnicity,Black,PNF,Influenza and pneumonia,450,,
2007,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,PNF,Influenza and pneumonia,17,,
2007,Occurrence,Race-Ethnicity,Hispanic,PNF,Influenza and pneumonia,897,,
2007,Occurrence,Race-Ethnicity,Multi-Race,PNF,Influenza and pneumonia,22,,
2007,Occurrence,Race-Ethnicity,White,PNF,Influenza and pneumonia,4468,,
2007,Occurrence,Race-Ethnicity,Other/Unknown,PNF,Influenza and pneumonia,,1,Cell suppressed for small numbers
2007,Occurrence,Total Population,Total Population,STK,Cerebrovascular diseases,13795,,
2007,Occurrence,Gender,Female,STK,Cerebrovascular diseases,8048,,
2007,Occurrence,Gender,Male,STK,Cerebrovascular diseases,5747,,
2007,Occurrence,Race-Ethnicity,American Indian/Alaskan Native,STK,Cerebrovascular diseases,47,,
2007,Occurrence,Race-Ethnicity,Asian,STK,Cerebrovascular diseases,1538,,
2007,Occurrence,Race-Ethnicity,Black,STK,Cerebrovascular diseases,1154,,
2007,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,STK,Cerebrovascular diseases,48,,
2007,Occurrence,Race-Ethnicity,Hispanic,STK,Cerebrovascular diseases,2156,,
2007,Occurrence,Race-Ethnicity,Multi-Race,STK,Cerebrovascular diseases,62,,
2007,Occurrence,Race-Ethnicity,White,STK,Cerebrovascular diseases,8776,,
2007,Occurrence,Race-Ethnicity,Other/Unknown,STK,Cerebrovascular diseases,14,,
2007,Occurrence,Total Population,Total Population,SUI,Intentional self-harm (suicide),3584,,
2007,Occurrence,Gender,Female,SUI,Intentional self-harm (suicide),829,,
2007,Occurrence,Gender,Male,SUI,Intentional self-harm (suicide),2755,,
2007,Occurrence,Race-Ethnicity,American Indian/Alaskan Native,SUI,Intentional self-harm (suicide),21,,
2007,Occurrence,Race-Ethnicity,Asian,SUI,Intentional self-harm (suicide),297,,
2007,Occurrence,Race-Ethnicity,Black,SUI,Intentional self-harm (suicide),151,,
2007,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,SUI,Intentional self-harm (suicide),,2,Cell suppressed for complementary cell
2007,Occurrence,Race-Ethnicity,Hispanic,SUI,Intentional self-harm (suicide),564,,
2007,Occurrence,Race-Ethnicity,Multi-Race,SUI,Intentional self-harm (suicide),37,,
2007,Occurrence,Race-Ethnicity,White,SUI,Intentional self-harm (suicide),2498,,
2007,Occurrence,Race-Ethnicity,Other/Unknown,SUI,Intentional self-harm (suicide),,1,Cell suppressed for small numbers
2007,Residence,Total Population,Total Population,ALL,All causes (total),233467,,
2007,Residence,Age,Under 1 year,ALL,All causes (total),2941,,
2007,Residence,Age,1-4 years,ALL,All causes (total),495,,
2007,Residence,Age,5-14 years,ALL,All causes (total),659,,
2007,Residence,Age,15-24 years,ALL,All causes (total),3685,,
2007,Residence,Age,25-34 years,ALL,All causes (total),4287,,
2007,Residence,Age,35-44 years,ALL,All causes (total),8039,,
2007,Residence,Age,45-54 years,ALL,All causes (total),18828,,
2007,Residence,Age,55-64 years,ALL,All causes (total),27688,,
2007,Residence,Age,65-74 years,ALL,All causes (total),35299,,
2007,Residence,Age,75-84 years,ALL,All causes (total),61733,,
2007,Residence,Age,85 years and over,ALL,All causes (total),69770,,
2007,Residence,Gender,Female,ALL,All causes (total),115061,,
2007,Residence,Gender,Male,ALL,All causes (total),118406,,
2007,Residence,Gender * Race-Ethnicity,Female * American Indian/Alaskan Native,ALL,All causes (total),464,,
2007,Residence,Gender * Race-Ethnicity,Female * Asian,ALL,All causes (total),8436,,
2007,Residence,Gender * Race-Ethnicity,Female * Black,ALL,All causes (total),8764,,
2007,Residence,Gender * Race-Ethnicity,Female * Hawaiian/Pacific Islander,ALL,All causes (total),325,,
2007,Residence,Gender * Race-Ethnicity,Female * Hispanic,ALL,All causes (total),16216,,
2007,Residence,Gender * Race-Ethnicity,Female * Multi-Race,ALL,All causes (total),631,,
2007,Residence,Gender * Race-Ethnicity,Female * White,ALL,All causes (total),80133,,
2007,Residence,Gender * Race-Ethnicity,Female * Other/Unknown,ALL,All causes (total),92,,
2007,Residence,Gender * Race-Ethnicity,Male * American Indian/Alaskan Native,ALL,All causes (total),540,,
2007,Residence,Gender * Race-Ethnicity,Male * Asian,ALL,All causes (total),9199,,
2007,Residence,Gender * Race-Ethnicity,Male * Black,ALL,All causes (total),9479,,
2007,Residence,Gender * Race-Ethnicity,Male * Hawaiian/Pacific Islander,ALL,All causes (total),380,,
2007,Residence,Gender * Race-Ethnicity,Male * Hispanic,ALL,All causes (total),20521,,
2007,Residence,Gender * Race-Ethnicity,Male * Multi-Race,ALL,All causes (total),708,,
2007,Residence,Gender * Race-Ethnicity,Male * White,ALL,All causes (total),77437,,
2007,Residence,Gender * Race-Ethnicity,Male * Other/Unknown,ALL,All causes (total),142,,
2007,Residence,Race-Ethnicity,American Indian/Alaskan Native,ALL,All causes (total),1004,,
2007,Residence,Race-Ethnicity,Asian,ALL,All causes (total),17635,,
2007,Residence,Race-Ethnicity,Black,ALL,All causes (total),18243,,
2007,Residence,Race-Ethnicity,Hawaiian/Pacific Islander,ALL,All causes (total),705,,
2007,Residence,Race-Ethnicity,Hispanic,ALL,All causes (total),36737,,
2007,Residence,Race-Ethnicity,Multi-Race,ALL,All causes (total),1339,,
2007,Residence,Race-Ethnicity,White,ALL,All causes (total),157570,,
2007,Residence,Race-Ethnicity,Other/Unknown,ALL,All causes (total),234,,
2007,Residence,Total Population,Total Population,ALZ,Alzheimer's disease,8495,,
2007,Residence,Gender,Female,ALZ,Alzheimer's disease,5814,,
2007,Residence,Gender,Male,ALZ,Alzheimer's disease,2681,,
2007,Residence,Race-Ethnicity,American Indian/Alaskan Native,ALZ,Alzheimer's disease,17,,
2007,Residence,Race-Ethnicity,Asian,ALZ,Alzheimer's disease,333,,
2007,Residence,Race-Ethnicity,Black,ALZ,Alzheimer's disease,392,,
2007,Residence,Race-Ethnicity,Hawaiian/Pacific Islander,ALZ,Alzheimer's disease,,2,Cell suppressed for complementary cell
2007,Residence,Race-Ethnicity,Hispanic,ALZ,Alzheimer's disease,713,,
2007,Residence,Race-Ethnicity,Multi-Race,ALZ,Alzheimer's disease,31,,
2007,Residence,Race-Ethnicity,White,ALZ,Alzheimer's disease,6993,,
2007,Residence,Race-Ethnicity,Other/Unknown,ALZ,Alzheimer's disease,,1,Cell suppressed for small numbers
2007,Residence,Total Population,Total Population,CAN,Malignant neoplasms,54918,,
2007,Residence,Gender,Female,CAN,Malignant neoplasms,26807,,
2007,Residence,Gender,Male,CAN,Malignant neoplasms,28111,,
2007,Residence,Race-Ethnicity,American Indian/Alaskan Native,CAN,Malignant neoplasms,202,,
2007,Residence,Race-Ethnicity,Asian,CAN,Malignant neoplasms,4957,,
2007,Residence,Race-Ethnicity,Black,CAN,Malignant neoplasms,4041,,
2007,Residence,Race-Ethnicity,Hawaiian/Pacific Islander,CAN,Malignant neoplasms,152,,
2007,Residence,Race-Ethnicity,Hispanic,CAN,Malignant neoplasms,7787,,
2007,Residence,Race-Ethnicity,Multi-Race,CAN,Malignant neoplasms,318,,
2007,Residence,Race-Ethnicity,White,CAN,Malignant neoplasms,37425,,
2007,Residence,Race-Ethnicity,Other/Unknown,CAN,Malignant neoplasms,36,,
2007,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,12497,,
2007,Residence,Gender,Female,CLD,Chronic lower respiratory diseases,6637,,
2007,Residence,Gender,Male,CLD,Chronic lower respiratory diseases,5860,,
2007,Residence,Race-Ethnicity,American Indian/Alaskan Native,CLD,Chronic lower respiratory diseases,49,,
2007,Residence,Race-Ethnicity,Asian,CLD,Chronic lower respiratory diseases,674,,
2007,Residence,Race-Ethnicity,Black,CLD,Chronic lower respiratory diseases,633,,
2007,Residence,Race-Ethnicity,Hawaiian/Pacific Islander,CLD,Chronic lower respiratory diseases,25,,
2007,Residence,Race-Ethnicity,Hispanic,CLD,Chronic lower respiratory diseases,914,,
2007,Residence,Race-Ethnicity,Multi-Race,CLD,Chronic lower respiratory diseases,83,,
2007,Residence,Race-Ethnicity,White,CLD,Chronic lower respiratory diseases,10106,,
2007,Residence,Race-Ethnicity,Other/Unknown,CLD,Chronic lower respiratory diseases,13,,
2007,Residence,Total Population,Total Population,DIA,Diabetes mellitus,7395,,
2007,Residence,Gender,Female,DIA,Diabetes mellitus,3647,,
2007,Residence,Gender,Male,DIA,Diabetes mellitus,3748,,
2007,Residence,Race-Ethnicity,American Indian/Alaskan Native,DIA,Diabetes mellitus,56,,
2007,Residence,Race-Ethnicity,Asian,DIA,Diabetes mellitus,708,,
2007,Residence,Race-Ethnicity,Black,DIA,Diabetes mellitus,874,,
2007,Residence,Race-Ethnicity,Hawaiian/Pacific Islander,DIA,Diabetes mellitus,,2,Cell suppressed for complementary cell
2007,Residence,Race-Ethnicity,Hispanic,DIA,Diabetes mellitus,1946,,
2007,Residence,Race-Ethnicity,Multi-Race,DIA,Diabetes mellitus,43,,
2007,Residence,Race-Ethnicity,White,DIA,Diabetes mellitus,3720,,
2007,Residence,Race-Ethnicity,Other/Unknown,DIA,Diabetes mellitus,,1,Cell suppressed for small numbers
2007,Residence,Total Population,Total Population,HOM,Assault (homicide),2356,,
2007,Residence,Gender,Female,HOM,Assault (homicide),377,,
2007,Residence,Gender,Male,HOM,Assault (homicide),1979,,
2007,Residence,Race-Ethnicity,American Indian/Alaskan Native,HOM,Assault (homicide),,2,Cell suppressed for complementary cell
2007,Residence,Race-Ethnicity,Asian,HOM,Assault (homicide),103,,
2007,Residence,Race-Ethnicity,Black,HOM,Assault (homicide),671,,
2007,Residence,Race-Ethnicity,Hawaiian/Pacific Islander,HOM,Assault (homicide),13,,
2007,Residence,Race-Ethnicity,Hispanic,HOM,Assault (homicide),1111,,
2007,Residence,Race-Ethnicity,Multi-Race,HOM,Assault (homicide),25,,
2007,Residence,Race-Ethnicity,White,HOM,Assault (homicide),418,,
2007,Residence,Race-Ethnicity,Other/Unknown,HOM,Assault (homicide),,1,Cell suppressed for small numbers
2007,Residence,Total Population,Total Population,HTD,Diseases of heart,62220,,
2007,Residence,Gender,Female,HTD,Diseases of heart,30741,,
2007,Residence,Gender,Male,HTD,Diseases of heart,31479,,
2007,Residence,Race-Ethnicity,American Indian/Alaskan Native,HTD,Diseases of heart,222,,
2007,Residence,Race-Ethnicity,Asian,HTD,Diseases of heart,4285,,
2007,Residence,Race-Ethnicity,Black,HTD,Diseases of heart,4967,,
2007,Residence,Race-Ethnicity,Hawaiian/Pacific Islander,HTD,Diseases of heart,212,,
2007,Residence,Race-Ethnicity,Hispanic,HTD,Diseases of heart,7682,,
2007,Residence,Race-Ethnicity,Multi-Race,HTD,Diseases of heart,259,,
2007,Residence,Race-Ethnicity,White,HTD,Diseases of heart,44547,,
2007,Residence,Race-Ethnicity,Other/Unknown,HTD,Diseases of heart,46,,
2007,Residence,Total Population,Total Population,HYP,Essential hypertension and hypertensive renal disease,3189,,
2007,Residence,Gender,Female,HYP,Essential hypertension and hypertensive renal disease,1922,,
2007,Residence,Gender,Male,HYP,Essential hypertension and hypertensive renal disease,1267,,
2007,Residence,Race-Ethnicity,American Indian/Alaskan Native,HYP,Essential hypertension and hypertensive renal disease,,2,Cell suppressed for complementary cell
2007,Residence,Race-Ethnicity,Asian,HYP,Essential hypertension and hypertensive renal disease,299,,
2007,Residence,Race-Ethnicity,Black,HYP,Essential hypertension and hypertensive renal disease,378,,
2007,Residence,Race-Ethnicity,Hawaiian/Pacific Islander,HYP,Essential hypertension and hypertensive renal disease,,1,Cell suppressed for small numbers
2007,Residence,Race-Ethnicity,Hispanic,HYP,Essential hypertension and hypertensive renal disease,472,,
2007,Residence,Race-Ethnicity,Multi-Race,HYP,Essential hypertension and hypertensive renal disease,,1,Cell suppressed for small numbers
2007,Residence,Race-Ethnicity,White,HYP,Essential hypertension and hypertensive renal disease,2006,,
2007,Residence,Race-Ethnicity,Other/Unknown,HYP,Essential hypertension and hypertensive renal disease,,1,Cell suppressed for small numbers
2007,Residence,Total Population,Total Population,INJ,Accidents (unintentional injuries),11426,,
2007,Residence,Gender,Female,INJ,Accidents (unintentional injuries),3783,,
2007,Residence,Gender,Male,INJ,Accidents (unintentional injuries),7643,,
2007,Residence,Race-Ethnicity,American Indian/Alaskan Native,INJ,Accidents (unintentional injuries),83,,
2007,Residence,Race-Ethnicity,Asian,INJ,Accidents (unintentional injuries),669,,
2007,Residence,Race-Ethnicity,Black,INJ,Accidents (unintentional injuries),846,,
2007,Residence,Race-Ethnicity,Hawaiian/Pacific Islander,INJ,Accidents (unintentional injuries),27,,
2007,Residence,Race-Ethnicity,Hispanic,INJ,Accidents (unintentional injuries),2990,,
2007,Residence,Race-Ethnicity,Multi-Race,INJ,Accidents (unintentional injuries),120,,
2007,Residence,Race-Ethnicity,White,INJ,Accidents (unintentional injuries),6676,,
2007,Residence,Race-Ethnicity,Other/Unknown,INJ,Accidents (unintentional injuries),15,,
2007,Residence,Total Population,Total Population,LIV,Chronic liver disease and cirrhosis,4052,,
2007,Residence,Gender,Female,LIV,Chronic liver disease and cirrhosis,1296,,
2007,Residence,Gender,Male,LIV,Chronic liver disease and cirrhosis,2756,,
2007,Residence,Race-Ethnicity,American Indian/Alaskan Native,LIV,Chronic liver disease and cirrhosis,54,,
2007,Residence,Race-Ethnicity,Asian,LIV,Chronic liver disease and cirrhosis,172,,
2007,Residence,Race-Ethnicity,Black,LIV,Chronic liver disease and cirrhosis,204,,
2007,Residence,Race-Ethnicity,Hawaiian/Pacific Islander,LIV,Chronic liver disease and cirrhosis,,1,Cell suppressed for small numbers
2007,Residence,Race-Ethnicity,Hispanic,LIV,Chronic liver disease and cirrhosis,1429,,
2007,Residence,Race-Ethnicity,Multi-Race,LIV,Chronic liver disease and cirrhosis,17,,
2007,Residence,Race-Ethnicity,White,LIV,Chronic liver disease and cirrhosis,2164,,
2007,Residence,Race-Ethnicity,Other/Unknown,LIV,Chronic liver disease and cirrhosis,,1,Cell suppressed for small numbers
2007,Residence,Total Population,Total Population,NEP,"Nephritis, nephrotic syndrome and nephrosis",2819,,
2007,Residence,Gender,Female,NEP,"Nephritis, nephrotic syndrome and nephrosis",1380,,
2007,Residence,Gender,Male,NEP,"Nephritis, nephrotic syndrome and nephrosis",1439,,
2007,Residence,Race-Ethnicity,American Indian/Alaskan Native,NEP,"Nephritis, nephrotic syndrome and nephrosis",,2,Cell suppressed for complementary cell
2007,Residence,Race-Ethnicity,Asian,NEP,"Nephritis, nephrotic syndrome and nephrosis",288,,
2007,Residence,Race-Ethnicity,Black,NEP,"Nephritis, nephrotic syndrome and nephrosis",344,,
2007,Residence,Race-Ethnicity,Hawaiian/Pacific Islander,NEP,"Nephritis, nephrotic syndrome and nephrosis",19,,
2007,Residence,Race-Ethnicity,Hispanic,NEP,"Nephritis, nephrotic syndrome and nephrosis",615,,
2007,Residence,Race-Ethnicity,Multi-Race,NEP,"Nephritis, nephrotic syndrome and nephrosis",16,,
2007,Residence,Race-Ethnicity,White,NEP,"Nephritis, nephrotic syndrome and nephrosis",1518,,
2007,Residence,Race-Ethnicity,Other/Unknown,NEP,"Nephritis, nephrotic syndrome and nephrosis",,1,Cell suppressed for small numbers
2007,Residence,Total Population,Total Population,PAR,Parkinson's disease,1988,,
2007,Residence,Gender,Female,PAR,Parkinson's disease,828,,
2007,Residence,Gender,Male,PAR,Parkinson's disease,1160,,
2007,Residence,Race-Ethnicity,American Indian/Alaskan Native,PAR,Parkinson's disease,,1,Cell suppressed for small numbers
2007,Residence,Race-Ethnicity,Asian,PAR,Parkinson's disease,132,,
2007,Residence,Race-Ethnicity,Black,PAR,Parkinson's disease,52,,
2007,Residence,Race-Ethnicity,Hawaiian/Pacific Islander,PAR,Parkinson's disease,,1,Cell suppressed for small numbers
2007,Residence,Race-Ethnicity,Hispanic,PAR,Parkinson's disease,202,,
2007,Residence,Race-Ethnicity,Multi-Race,PAR,Parkinson's disease,,1,Cell suppressed for small numbers
2007,Residence,Race-Ethnicity,White,PAR,Parkinson's disease,1591,,
2007,Residence,Race-Ethnicity,Other/Unknown,PAR,Parkinson's disease,0,,
2007,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,6522,,
2007,Residence,Gender,Female,PNF,Influenza and pneumonia,3523,,
2007,Residence,Gender,Male,PNF,Influenza and pneumonia,2999,,
2007,Residence,Race-Ethnicity,American Indian/Alaskan Native,PNF,Influenza and pneumonia,,2,Cell suppressed for complementary cell
2007,Residence,Race-Ethnicity,Asian,PNF,Influenza and pneumonia,690,,
2007,Residence,Race-Ethnicity,Black,PNF,Influenza and pneumonia,448,,
2007,Residence,Race-Ethnicity,Hawaiian/Pacific Islander,PNF,Influenza and pneumonia,17,,
2007,Residence,Race-Ethnicity,Hispanic,PNF,Influenza and pneumonia,891,,
2007,Residence,Race-Ethnicity,Multi-Race,PNF,Influenza and pneumonia,23,,
2007,Residence,Race-Ethnicity,White,PNF,Influenza and pneumonia,4438,,
2007,Residence,Race-Ethnicity,Other/Unknown,PNF,Influenza and pneumonia,,1,Cell suppressed for small numbers
2007,Residence,Total Population,Total Population,STK,Cerebrovascular diseases,13724,,
2007,Residence,Gender,Female,STK,Cerebrovascular diseases,7998,,
2007,Residence,Gender,Male,STK,Cerebrovascular diseases,5726,,
2007,Residence,Race-Ethnicity,American Indian/Alaskan Native,STK,Cerebrovascular diseases,48,,
2007,Residence,Race-Ethnicity,Asian,STK,Cerebrovascular diseases,1528,,
2007,Residence,Race-Ethnicity,Black,STK,Cerebrovascular diseases,1142,,
2007,Residence,Race-Ethnicity,Hawaiian/Pacific Islander,STK,Cerebrovascular diseases,46,,
2007,Residence,Race-Ethnicity,Hispanic,STK,Cerebrovascular diseases,2144,,
2007,Residence,Race-Ethnicity,Multi-Race,STK,Cerebrovascular diseases,62,,
2007,Residence,Race-Ethnicity,White,STK,Cerebrovascular diseases,8740,,
2007,Residence,Race-Ethnicity,Other/Unknown,STK,Cerebrovascular diseases,14,,
2007,Residence,Total Population,Total Population,SUI,Intentional self-harm (suicide),3543,,
2007,Residence,Gender,Female,SUI,Intentional self-harm (suicide),816,,
2007,Residence,Gender,Male,SUI,Intentional self-harm (suicide),2727,,
2007,Residence,Race-Ethnicity,American Indian/Alaskan Native,SUI,Intentional self-harm (suicide),21,,
2007,Residence,Race-Ethnicity,Asian,SUI,Intentional self-harm (suicide),299,,
2007,Residence,Race-Ethnicity,Black,SUI,Intentional self-harm (suicide),151,,
2007,Residence,Race-Ethnicity,Hawaiian/Pacific Islander,SUI,Intentional self-harm (suicide),,2,Cell suppressed for complementary cell
2007,Residence,Race-Ethnicity,Hispanic,SUI,Intentional self-harm (suicide),558,,
2007,Residence,Race-Ethnicity,Multi-Race,SUI,Intentional self-harm (suicide),35,,
2007,Residence,Race-Ethnicity,White,SUI,Intentional self-harm (suicide),2462,,
2007,Residence,Race-Ethnicity,Other/Unknown,SUI,Intentional self-harm (suicide),,1,Cell suppressed for small numbers
2008,Occurrence,Total Population,Total Population,ALL,All causes (total),235681,,
2008,Occurrence,Age,Under 1 year,ALL,All causes (total),2830,,
2008,Occurrence,Age,1-4 years,ALL,All causes (total),475,,
2008,Occurrence,Age,5-14 years,ALL,All causes (total),627,,
2008,Occurrence,Age,15-24 years,ALL,All causes (total),3436,,
2008,Occurrence,Age,25-34 years,ALL,All causes (total),4186,,
2008,Occurrence,Age,35-44 years,ALL,All causes (total),7459,,
2008,Occurrence,Age,45-54 years,ALL,All causes (total),18311,,
2008,Occurrence,Age,55-64 years,ALL,All causes (total),28608,,
2008,Occurrence,Age,65-74 years,ALL,All causes (total),36241,,
2008,Occurrence,Age,75-84 years,ALL,All causes (total),60692,,
2008,Occurrence,Age,85 years and over,ALL,All causes (total),72765,,
2008,Occurrence,Gender,Female,ALL,All causes (total),116583,,
2008,Occurrence,Gender,Male,ALL,All causes (total),119098,,
2008,Occurrence,Gender * Race-Ethnicity,Female * American Indian/Alaskan Native,ALL,All causes (total),494,,
2008,Occurrence,Gender * Race-Ethnicity,Female * Asian,ALL,All causes (total),9011,,
2008,Occurrence,Gender * Race-Ethnicity,Female * Black,ALL,All causes (total),8725,,
2008,Occurrence,Gender * Race-Ethnicity,Female * Hawaiian/Pacific Islander,ALL,All causes (total),361,,
2008,Occurrence,Gender * Race-Ethnicity,Female * Hispanic,ALL,All causes (total),16821,,
2008,Occurrence,Gender * Race-Ethnicity,Female * Multi-Race,ALL,All causes (total),700,,
2008,Occurrence,Gender * Race-Ethnicity,Female * White,ALL,All causes (total),80381,,
2008,Occurrence,Gender * Race-Ethnicity,Female * Other/Unknown,ALL,All causes (total),90,,
2008,Occurrence,Gender * Race-Ethnicity,Male * American Indian/Alaskan Native,ALL,All causes (total),509,,
2008,Occurrence,Gender * Race-Ethnicity,Male * Asian,ALL,All causes (total),9455,,
2008,Occurrence,Gender * Race-Ethnicity,Male * Black,ALL,All causes (total),9205,,
2008,Occurrence,Gender * Race-Ethnicity,Male * Hawaiian/Pacific Islander,ALL,All causes (total),400,,
2008,Occurrence,Gender * Race-Ethnicity,Male * Hispanic,ALL,All causes (total),20783,,
2008,Occurrence,Gender * Race-Ethnicity,Male * Multi-Race,ALL,All causes (total),785,,
2008,Occurrence,Gender * Race-Ethnicity,Male * White,ALL,All causes (total),77777,,
2008,Occurrence,Gender * Race-Ethnicity,Male * Other/Unknown,ALL,All causes (total),184,,
2008,Occurrence,Race-Ethnicity,American Indian/Alaskan Native,ALL,All causes (total),1003,,
2008,Occurrence,Race-Ethnicity,Asian,ALL,All causes (total),18466,,
2008,Occurrence,Race-Ethnicity,Black,ALL,All causes (total),17930,,
2008,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,ALL,All causes (total),761,,
2008,Occurrence,Race-Ethnicity,Hispanic,ALL,All causes (total),37604,,
2008,Occurrence,Race-Ethnicity,Multi-Race,ALL,All causes (total),1485,,
2008,Occurrence,Race-Ethnicity,White,ALL,All causes (total),158158,,
2008,Occurrence,Race-Ethnicity,Other/Unknown,ALL,All causes (total),274,,
2008,Occurrence,Total Population,Total Population,ALZ,Alzheimer's disease,10123,,
2008,Occurrence,Gender,Female,ALZ,Alzheimer's disease,6977,,
2008,Occurrence,Gender,Male,ALZ,Alzheimer's disease,3146,,
2008,Occurrence,Race-Ethnicity,American Indian/Alaskan Native,ALZ,Alzheimer's disease,21,,
