"Year","Geography_Type","Strata","Strata_Name","Cause","Cause_Desc","Count","Annotation_Code","Annotation_Desc"
1985,Residence,Gender,Female,PNF,Influenza and pneumonia,4308,,
1985,Residence,Gender,Male,PNF,Influenza and pneumonia,3738,,
1985,Residence,Total Population,Total Population,STK,Cerebrovascular diseases,15201,,
1985,Residence,Gender,Female,STK,Cerebrovascular diseases,9317,,
1985,Residence,Gender,Male,STK,Cerebrovascular diseases,5884,,
1985,Residence,Total Population,Total Population,SUI,Intentional self-harm (suicide),3782,,
1985,Residence,Gender,Female,SUI,Intentional self-harm (suicide),904,,
1985,Residence,Gender,Male,SUI,Intentional self-harm (suicide),2878,,
1986,Occurrence,Total Population,Total Population,ALL,All causes (total),204020,,
1986,Occurrence,Age,Under 1 year,ALL,All causes (total),4305,,
1986,Occurrence,Age,1-4 years,ALL,All causes (total),854,,
1986,Occurrence,Age,5-14 years,ALL,All causes (total),893,,
1986,Occurrence,Age,15-24 years,ALL,All causes (total),4839,,
1986,Occurrence,Age,25-34 years,ALL,All causes (total),7541,,
1986,Occurrence,Age,35-44 years,ALL,All causes (total),8654,,
1986,Occurrence,Age,45-54 years,ALL,All causes (total),11830,,
1986,Occurrence,Age,55-64 years,ALL,All causes (total),26655,,
1986,Occurrence,Age,65-74 years,ALL,All causes (total),45252,,
1986,Occurrence,Age,75-84 years,ALL,All causes (total),52341,,
1986,Occurrence,Age,85 years and over,ALL,All causes (total),40690,,
1986,Occurrence,Gender,Female,ALL,All causes (total),96193,,
1986,Occurrence,Gender,Male,ALL,All causes (total),107827,,
1986,Occurrence,Total Population,Total Population,ALZ,Alzheimer's disease,896,,
1986,Occurrence,Gender,Female,ALZ,Alzheimer's disease,524,,
1986,Occurrence,Gender,Male,ALZ,Alzheimer's disease,372,,
1986,Occurrence,Total Population,Total Population,CAN,Malignant neoplasms,46692,,
1986,Occurrence,Gender,Female,CAN,Malignant neoplasms,22499,,
1986,Occurrence,Gender,Male,CAN,Malignant neoplasms,24193,,
1986,Occurrence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,8499,,
1986,Occurrence,Gender,Female,CLD,Chronic lower respiratory diseases,3757,,
1986,Occurrence,Gender,Male,CLD,Chronic lower respiratory diseases,4742,,
1986,Occurrence,Total Population,Total Population,DIA,Diabetes mellitus,3023,,
1986,Occurrence,Gender,Female,DIA,Diabetes mellitus,1744,,
1986,Occurrence,Gender,Male,DIA,Diabetes mellitus,1279,,
1986,Occurrence,Total Population,Total Population,HOM,Assault (homicide),3124,,
1986,Occurrence,Gender,Female,HOM,Assault (homicide),655,,
1986,Occurrence,Gender,Male,HOM,Assault (homicide),2469,,
1986,Occurrence,Total Population,Total Population,HTD,Diseases of heart,68472,,
1986,Occurrence,Gender,Female,HTD,Diseases of heart,33378,,
1986,Occurrence,Gender,Male,HTD,Diseases of heart,35094,,
1986,Occurrence,Total Population,Total Population,HYP,Essential hypertension and hypertensive renal disease,720,,
1986,Occurrence,Gender,Female,HYP,Essential hypertension and hypertensive renal disease,416,,
1986,Occurrence,Gender,Male,HYP,Essential hypertension and hypertensive renal disease,304,,
1986,Occurrence,Total Population,Total Population,INJ,Accidents (unintentional injuries),10625,,
1986,Occurrence,Gender,Female,INJ,Accidents (unintentional injuries),2896,,
1986,Occurrence,Gender,Male,INJ,Accidents (unintentional injuries),7729,,
1986,Occurrence,Total Population,Total Population,LIV,Chronic liver disease and cirrhosis,3995,,
1986,Occurrence,Gender,Female,LIV,Chronic liver disease and cirrhosis,1400,,
1986,Occurrence,Gender,Male,LIV,Chronic liver disease and cirrhosis,2595,,
1986,Occurrence,Total Population,Total Population,NEP,"Nephritis, nephrotic syndrome and nephrosis",1393,,
1986,Occurrence,Gender,Female,NEP,"Nephritis, nephrotic syndrome and nephrosis",700,,
1986,Occurrence,Gender,Male,NEP,"Nephritis, nephrotic syndrome and nephrosis",693,,
1986,Occurrence,Total Population,Total Population,PAR,Parkinson's disease,552,,
1986,Occurrence,Gender,Female,PAR,Parkinson's disease,233,,
1986,Occurrence,Gender,Male,PAR,Parkinson's disease,319,,
1986,Occurrence,Total Population,Total Population,PNF,Influenza and pneumonia,7633,,
1986,Occurrence,Gender,Female,PNF,Influenza and pneumonia,4068,,
1986,Occurrence,Gender,Male,PNF,Influenza and pneumonia,3565,,
1986,Occurrence,Total Population,Total Population,STK,Cerebrovascular diseases,15133,,
1986,Occurrence,Gender,Female,STK,Cerebrovascular diseases,9242,,
1986,Occurrence,Gender,Male,STK,Cerebrovascular diseases,5891,,
1986,Occurrence,Total Population,Total Population,SUI,Intentional self-harm (suicide),3987,,
1986,Occurrence,Gender,Female,SUI,Intentional self-harm (suicide),945,,
1986,Occurrence,Gender,Male,SUI,Intentional self-harm (suicide),3042,,
1986,Residence,Total Population,Total Population,ALL,All causes (total),202826,,
1986,Residence,Age,Under 1 year,ALL,All causes (total),4298,,
1986,Residence,Age,1-4 years,ALL,All causes (total),850,,
1986,Residence,Age,5-14 years,ALL,All causes (total),888,,
1986,Residence,Age,15-24 years,ALL,All causes (total),4742,,
1986,Residence,Age,25-34 years,ALL,All causes (total),7459,,
1986,Residence,Age,35-44 years,ALL,All causes (total),8596,,
1986,Residence,Age,45-54 years,ALL,All causes (total),11769,,
1986,Residence,Age,55-64 years,ALL,All causes (total),26495,,
1986,Residence,Age,65-74 years,ALL,All causes (total),44975,,
1986,Residence,Age,75-84 years,ALL,All causes (total),52035,,
1986,Residence,Age,85 years and over,ALL,All causes (total),40535,,
1986,Residence,Gender,Female,ALL,All causes (total),95653,,
1986,Residence,Gender,Male,ALL,All causes (total),107173,,
1986,Residence,Total Population,Total Population,ALZ,Alzheimer's disease,893,,
1986,Residence,Gender,Female,ALZ,Alzheimer's disease,524,,
1986,Residence,Gender,Male,ALZ,Alzheimer's disease,369,,
1986,Residence,Total Population,Total Population,CAN,Malignant neoplasms,46412,,
1986,Residence,Gender,Female,CAN,Malignant neoplasms,22356,,
1986,Residence,Gender,Male,CAN,Malignant neoplasms,24056,,
1986,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,8476,,
1986,Residence,Gender,Female,CLD,Chronic lower respiratory diseases,3756,,
1986,Residence,Gender,Male,CLD,Chronic lower respiratory diseases,4720,,
1986,Residence,Total Population,Total Population,DIA,Diabetes mellitus,3028,,
1986,Residence,Gender,Female,DIA,Diabetes mellitus,1743,,
1986,Residence,Gender,Male,DIA,Diabetes mellitus,1285,,
1986,Residence,Total Population,Total Population,HOM,Assault (homicide),3089,,
1986,Residence,Gender,Female,HOM,Assault (homicide),654,,
1986,Residence,Gender,Male,HOM,Assault (homicide),2435,,
1986,Residence,Total Population,Total Population,HTD,Diseases of heart,68049,,
1986,Residence,Gender,Female,HTD,Diseases of heart,33162,,
1986,Residence,Gender,Male,HTD,Diseases of heart,34887,,
1986,Residence,Total Population,Total Population,HYP,Essential hypertension and hypertensive renal disease,716,,
1986,Residence,Gender,Female,HYP,Essential hypertension and hypertensive renal disease,411,,
1986,Residence,Gender,Male,HYP,Essential hypertension and hypertensive renal disease,305,,
1986,Residence,Total Population,Total Population,INJ,Accidents (unintentional injuries),10490,,
1986,Residence,Gender,Female,INJ,Accidents (unintentional injuries),2870,,
1986,Residence,Gender,Male,INJ,Accidents (unintentional injuries),7620,,
1986,Residence,Total Population,Total Population,LIV,Chronic liver disease and cirrhosis,3968,,
1986,Residence,Gender,Female,LIV,Chronic liver disease and cirrhosis,1392,,
1986,Residence,Gender,Male,LIV,Chronic liver disease and cirrhosis,2576,,
1986,Residence,Total Population,Total Population,NEP,"Nephritis, nephrotic syndrome and nephrosis",1395,,
1986,Residence,Gender,Female,NEP,"Nephritis, nephrotic syndrome and nephrosis",703,,
1986,Residence,Gender,Male,NEP,"Nephritis, nephrotic syndrome and nephrosis",692,,
1986,Residence,Total Population,Total Population,PAR,Parkinson's disease,549,,
1986,Residence,Gender,Female,PAR,Parkinson's disease,233,,
1986,Residence,Gender,Male,PAR,Parkinson's disease,316,,
1986,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,7602,,
1986,Residence,Gender,Female,PNF,Influenza and pneumonia,4049,,
1986,Residence,Gender,Male,PNF,Influenza and pneumonia,3553,,
1986,Residence,Total Population,Total Population,STK,Cerebrovascular diseases,15052,,
1986,Residence,Gender,Female,STK,Cerebrovascular diseases,9193,,
1986,Residence,Gender,Male,STK,Cerebrovascular diseases,5859,,
1986,Residence,Total Population,Total Population,SUI,Intentional self-harm (suicide),3960,,
1986,Residence,Gender,Female,SUI,Intentional self-harm (suicide),937,,
1986,Residence,Gender,Male,SUI,Intentional self-harm (suicide),3023,,
1987,Occurrence,Total Population,Total Population,ALL,All causes (total),210171,,
1987,Occurrence,Age,Under 1 year,ALL,All causes (total),4547,,
1987,Occurrence,Age,1-4 years,ALL,All causes (total),915,,
1987,Occurrence,Age,5-14 years,ALL,All causes (total),908,,
1987,Occurrence,Age,15-24 years,ALL,All causes (total),4650,,
1987,Occurrence,Age,25-34 years,ALL,All causes (total),7513,,
1987,Occurrence,Age,35-44 years,ALL,All causes (total),9122,,
1987,Occurrence,Age,45-54 years,ALL,All causes (total),12204,,
1987,Occurrence,Age,55-64 years,ALL,All causes (total),26558,,
1987,Occurrence,Age,65-74 years,ALL,All causes (total),45530,,
1987,Occurrence,Age,75-84 years,ALL,All causes (total),54728,,
1987,Occurrence,Age,85 years and over,ALL,All causes (total),43341,,
1987,Occurrence,Gender,Female,ALL,All causes (total),99557,,
1987,Occurrence,Gender,Male,ALL,All causes (total),110614,,
1987,Occurrence,Total Population,Total Population,ALZ,Alzheimer's disease,1056,,
1987,Occurrence,Gender,Female,ALZ,Alzheimer's disease,617,,
1987,Occurrence,Gender,Male,ALZ,Alzheimer's disease,439,,
1987,Occurrence,Total Population,Total Population,CAN,Malignant neoplasms,47586,,
1987,Occurrence,Gender,Female,CAN,Malignant neoplasms,23012,,
1987,Occurrence,Gender,Male,CAN,Malignant neoplasms,24574,,
1987,Occurrence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,8988,,
1987,Occurrence,Gender,Female,CLD,Chronic lower respiratory diseases,4093,,
1987,Occurrence,Gender,Male,CLD,Chronic lower respiratory diseases,4895,,
1987,Occurrence,Total Population,Total Population,DIA,Diabetes mellitus,3275,,
1987,Occurrence,Gender,Female,DIA,Diabetes mellitus,1841,,
1987,Occurrence,Gender,Male,DIA,Diabetes mellitus,1434,,
1987,Occurrence,Total Population,Total Population,HOM,Assault (homicide),2991,,
1987,Occurrence,Gender,Female,HOM,Assault (homicide),665,,
1987,Occurrence,Gender,Male,HOM,Assault (homicide),2326,,
1987,Occurrence,Total Population,Total Population,HTD,Diseases of heart,69657,,
1987,Occurrence,Gender,Female,HTD,Diseases of heart,34353,,
1987,Occurrence,Gender,Male,HTD,Diseases of heart,35304,,
1987,Occurrence,Total Population,Total Population,HYP,Essential hypertension and hypertensive renal disease,807,,
1987,Occurrence,Gender,Female,HYP,Essential hypertension and hypertensive renal disease,461,,
1987,Occurrence,Gender,Male,HYP,Essential hypertension and hypertensive renal disease,346,,
1987,Occurrence,Total Population,Total Population,INJ,Accidents (unintentional injuries),10368,,
1987,Occurrence,Gender,Female,INJ,Accidents (unintentional injuries),2904,,
1987,Occurrence,Gender,Male,INJ,Accidents (unintentional injuries),7464,,
1987,Occurrence,Total Population,Total Population,LIV,Chronic liver disease and cirrhosis,3924,,
1987,Occurrence,Gender,Female,LIV,Chronic liver disease and cirrhosis,1264,,
1987,Occurrence,Gender,Male,LIV,Chronic liver disease and cirrhosis,2660,,
1987,Occurrence,Total Population,Total Population,NEP,"Nephritis, nephrotic syndrome and nephrosis",1483,,
1987,Occurrence,Gender,Female,NEP,"Nephritis, nephrotic syndrome and nephrosis",738,,
1987,Occurrence,Gender,Male,NEP,"Nephritis, nephrotic syndrome and nephrosis",745,,
1987,Occurrence,Total Population,Total Population,PAR,Parkinson's disease,706,,
1987,Occurrence,Gender,Female,PAR,Parkinson's disease,288,,
1987,Occurrence,Gender,Male,PAR,Parkinson's disease,418,,
1987,Occurrence,Total Population,Total Population,PNF,Influenza and pneumonia,8288,,
1987,Occurrence,Gender,Female,PNF,Influenza and pneumonia,4408,,
1987,Occurrence,Gender,Male,PNF,Influenza and pneumonia,3880,,
1987,Occurrence,Total Population,Total Population,STK,Cerebrovascular diseases,15790,,
1987,Occurrence,Gender,Female,STK,Cerebrovascular diseases,9549,,
1987,Occurrence,Gender,Male,STK,Cerebrovascular diseases,6241,,
1987,Occurrence,Total Population,Total Population,SUI,Intentional self-harm (suicide),3861,,
1987,Occurrence,Gender,Female,SUI,Intentional self-harm (suicide),933,,
1987,Occurrence,Gender,Male,SUI,Intentional self-harm (suicide),2928,,
1987,Residence,Total Population,Total Population,ALL,All causes (total),209395,,
1987,Residence,Age,Under 1 year,ALL,All causes (total),4530,,
1987,Residence,Age,1-4 years,ALL,All causes (total),914,,
1987,Residence,Age,5-14 years,ALL,All causes (total),904,,
1987,Residence,Age,15-24 years,ALL,All causes (total),4623,,
1987,Residence,Age,25-34 years,ALL,All causes (total),7476,,
1987,Residence,Age,35-44 years,ALL,All causes (total),9071,,
1987,Residence,Age,45-54 years,ALL,All causes (total),12167,,
1987,Residence,Age,55-64 years,ALL,All causes (total),26487,,
1987,Residence,Age,65-74 years,ALL,All causes (total),45374,,
1987,Residence,Age,75-84 years,ALL,All causes (total),54476,,
1987,Residence,Age,85 years and over,ALL,All causes (total),43212,,
1987,Residence,Gender,Female,ALL,All causes (total),99210,,
1987,Residence,Gender,Male,ALL,All causes (total),110185,,
1987,Residence,Total Population,Total Population,ALZ,Alzheimer's disease,1053,,
1987,Residence,Gender,Female,ALZ,Alzheimer's disease,614,,
1987,Residence,Gender,Male,ALZ,Alzheimer's disease,439,,
1987,Residence,Total Population,Total Population,CAN,Malignant neoplasms,47358,,
1987,Residence,Gender,Female,CAN,Malignant neoplasms,22893,,
1987,Residence,Gender,Male,CAN,Malignant neoplasms,24465,,
1987,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,8976,,
1987,Residence,Gender,Female,CLD,Chronic lower respiratory diseases,4091,,
1987,Residence,Gender,Male,CLD,Chronic lower respiratory diseases,4885,,
1987,Residence,Total Population,Total Population,DIA,Diabetes mellitus,3283,,
1987,Residence,Gender,Female,DIA,Diabetes mellitus,1838,,
1987,Residence,Gender,Male,DIA,Diabetes mellitus,1445,,
1987,Residence,Total Population,Total Population,HOM,Assault (homicide),2949,,
1987,Residence,Gender,Female,HOM,Assault (homicide),652,,
1987,Residence,Gender,Male,HOM,Assault (homicide),2297,,
1987,Residence,Total Population,Total Population,HTD,Diseases of heart,69327,,
1987,Residence,Gender,Female,HTD,Diseases of heart,34230,,
1987,Residence,Gender,Male,HTD,Diseases of heart,35097,,
1987,Residence,Total Population,Total Population,HYP,Essential hypertension and hypertensive renal disease,809,,
1987,Residence,Gender,Female,HYP,Essential hypertension and hypertensive renal disease,464,,
1987,Residence,Gender,Male,HYP,Essential hypertension and hypertensive renal disease,345,,
1987,Residence,Total Population,Total Population,INJ,Accidents (unintentional injuries),10349,,
1987,Residence,Gender,Female,INJ,Accidents (unintentional injuries),2932,,
1987,Residence,Gender,Male,INJ,Accidents (unintentional injuries),7417,,
1987,Residence,Total Population,Total Population,LIV,Chronic liver disease and cirrhosis,3920,,
1987,Residence,Gender,Female,LIV,Chronic liver disease and cirrhosis,1254,,
1987,Residence,Gender,Male,LIV,Chronic liver disease and cirrhosis,2666,,
1987,Residence,Total Population,Total Population,NEP,"Nephritis, nephrotic syndrome and nephrosis",1480,,
1987,Residence,Gender,Female,NEP,"Nephritis, nephrotic syndrome and nephrosis",737,,
1987,Residence,Gender,Male,NEP,"Nephritis, nephrotic syndrome and nephrosis",743,,
1987,Residence,Total Population,Total Population,PAR,Parkinson's disease,705,,
1987,Residence,Gender,Female,PAR,Parkinson's disease,288,,
1987,Residence,Gender,Male,PAR,Parkinson's disease,417,,
1987,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,8263,,
1987,Residence,Gender,Female,PNF,Influenza and pneumonia,4388,,
1987,Residence,Gender,Male,PNF,Influenza and pneumonia,3875,,
1987,Residence,Total Population,Total Population,STK,Cerebrovascular diseases,15694,,
1987,Residence,Gender,Female,STK,Cerebrovascular diseases,9502,,
1987,Residence,Gender,Male,STK,Cerebrovascular diseases,6192,,
1987,Residence,Total Population,Total Population,SUI,Intentional self-harm (suicide),3870,,
1987,Residence,Gender,Female,SUI,Intentional self-harm (suicide),935,,
1987,Residence,Gender,Male,SUI,Intentional self-harm (suicide),2935,,
1988,Occurrence,Total Population,Total Population,ALL,All causes (total),216351,,
1988,Occurrence,Age,Under 1 year,ALL,All causes (total),4563,,
1988,Occurrence,Age,1-4 years,ALL,All causes (total),891,,
1988,Occurrence,Age,5-14 years,ALL,All causes (total),951,,
1988,Occurrence,Age,15-24 years,ALL,All causes (total),4619,,
1988,Occurrence,Age,25-34 years,ALL,All causes (total),7714,,
1988,Occurrence,Age,35-44 years,ALL,All causes (total),9796,,
1988,Occurrence,Age,45-54 years,ALL,All causes (total),12581,,
1988,Occurrence,Age,55-64 years,ALL,All causes (total),26480,,
1988,Occurrence,Age,65-74 years,ALL,All causes (total),46644,,
1988,Occurrence,Age,75-84 years,ALL,All causes (total),56894,,
1988,Occurrence,Age,85 years and over,ALL,All causes (total),45062,,
1988,Occurrence,Gender,Female,ALL,All causes (total),103258,,
1988,Occurrence,Gender,Male,ALL,All causes (total),113093,,
1988,Occurrence,Total Population,Total Population,ALZ,Alzheimer's disease,1166,,
1988,Occurrence,Gender,Female,ALZ,Alzheimer's disease,720,,
1988,Occurrence,Gender,Male,ALZ,Alzheimer's disease,446,,
1988,Occurrence,Total Population,Total Population,CAN,Malignant neoplasms,47992,,
1988,Occurrence,Gender,Female,CAN,Malignant neoplasms,23103,,
1988,Occurrence,Gender,Male,CAN,Malignant neoplasms,24889,,
1988,Occurrence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,9717,,
1988,Occurrence,Gender,Female,CLD,Chronic lower respiratory diseases,4494,,
1988,Occurrence,Gender,Male,CLD,Chronic lower respiratory diseases,5223,,
1988,Occurrence,Total Population,Total Population,DIA,Diabetes mellitus,3427,,
1988,Occurrence,Gender,Female,DIA,Diabetes mellitus,1976,,
1988,Occurrence,Gender,Male,DIA,Diabetes mellitus,1451,,
1988,Occurrence,Total Population,Total Population,HOM,Assault (homicide),3119,,
1988,Occurrence,Gender,Female,HOM,Assault (homicide),679,,
1988,Occurrence,Gender,Male,HOM,Assault (homicide),2440,,
1988,Occurrence,Total Population,Total Population,HTD,Diseases of heart,71156,,
1988,Occurrence,Gender,Female,HTD,Diseases of heart,35517,,
1988,Occurrence,Gender,Male,HTD,Diseases of heart,35639,,
1988,Occurrence,Total Population,Total Population,HYP,Essential hypertension and hypertensive renal disease,883,,
1988,Occurrence,Gender,Female,HYP,Essential hypertension and hypertensive renal disease,490,,
1988,Occurrence,Gender,Male,HYP,Essential hypertension and hypertensive renal disease,393,,
1988,Occurrence,Total Population,Total Population,INJ,Accidents (unintentional injuries),10636,,
1988,Occurrence,Gender,Female,INJ,Accidents (unintentional injuries),2968,,
1988,Occurrence,Gender,Male,INJ,Accidents (unintentional injuries),7668,,
1988,Occurrence,Total Population,Total Population,LIV,Chronic liver disease and cirrhosis,4205,,
1988,Occurrence,Gender,Female,LIV,Chronic liver disease and cirrhosis,1392,,
1988,Occurrence,Gender,Male,LIV,Chronic liver disease and cirrhosis,2813,,
1988,Occurrence,Total Population,Total Population,NEP,"Nephritis, nephrotic syndrome and nephrosis",1548,,
1988,Occurrence,Gender,Female,NEP,"Nephritis, nephrotic syndrome and nephrosis",774,,
1988,Occurrence,Gender,Male,NEP,"Nephritis, nephrotic syndrome and nephrosis",774,,
1988,Occurrence,Total Population,Total Population,PAR,Parkinson's disease,676,,
1988,Occurrence,Gender,Female,PAR,Parkinson's disease,285,,
1988,Occurrence,Gender,Male,PAR,Parkinson's disease,391,,
1988,Occurrence,Total Population,Total Population,PNF,Influenza and pneumonia,9450,,
1988,Occurrence,Gender,Female,PNF,Influenza and pneumonia,5250,,
1988,Occurrence,Gender,Male,PNF,Influenza and pneumonia,4200,,
1988,Occurrence,Total Population,Total Population,STK,Cerebrovascular diseases,16065,,
1988,Occurrence,Gender,Female,STK,Cerebrovascular diseases,9783,,
1988,Occurrence,Gender,Male,STK,Cerebrovascular diseases,6282,,
1988,Occurrence,Total Population,Total Population,SUI,Intentional self-harm (suicide),4019,,
1988,Occurrence,Gender,Female,SUI,Intentional self-harm (suicide),918,,
1988,Occurrence,Gender,Male,SUI,Intentional self-harm (suicide),3101,,
1988,Residence,Total Population,Total Population,ALL,All causes (total),215185,,
1988,Residence,Age,Under 1 year,ALL,All causes (total),4559,,
1988,Residence,Age,1-4 years,ALL,All causes (total),881,,
1988,Residence,Age,5-14 years,ALL,All causes (total),953,,
1988,Residence,Age,15-24 years,ALL,All causes (total),4557,,
1988,Residence,Age,25-34 years,ALL,All causes (total),7596,,
1988,Residence,Age,35-44 years,ALL,All causes (total),9713,,
1988,Residence,Age,45-54 years,ALL,All causes (total),12531,,
1988,Residence,Age,55-64 years,ALL,All causes (total),26352,,
1988,Residence,Age,65-74 years,ALL,All causes (total),46433,,
1988,Residence,Age,75-84 years,ALL,All causes (total),56570,,
1988,Residence,Age,85 years and over,ALL,All causes (total),44876,,
1988,Residence,Gender,Female,ALL,All causes (total),102747,,
1988,Residence,Gender,Male,ALL,All causes (total),112438,,
1988,Residence,Total Population,Total Population,ALZ,Alzheimer's disease,1163,,
1988,Residence,Gender,Female,ALZ,Alzheimer's disease,715,,
1988,Residence,Gender,Male,ALZ,Alzheimer's disease,448,,
1988,Residence,Total Population,Total Population,CAN,Malignant neoplasms,47708,,
1988,Residence,Gender,Female,CAN,Malignant neoplasms,22959,,
1988,Residence,Gender,Male,CAN,Malignant neoplasms,24749,,
1988,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,9700,,
1988,Residence,Gender,Female,CLD,Chronic lower respiratory diseases,4489,,
1988,Residence,Gender,Male,CLD,Chronic lower respiratory diseases,5211,,
1988,Residence,Total Population,Total Population,DIA,Diabetes mellitus,3416,,
1988,Residence,Gender,Female,DIA,Diabetes mellitus,1971,,
1988,Residence,Gender,Male,DIA,Diabetes mellitus,1445,,
1988,Residence,Total Population,Total Population,HOM,Assault (homicide),3054,,
1988,Residence,Gender,Female,HOM,Assault (homicide),670,,
1988,Residence,Gender,Male,HOM,Assault (homicide),2384,,
1988,Residence,Total Population,Total Population,HTD,Diseases of heart,70747,,
1988,Residence,Gender,Female,HTD,Diseases of heart,35332,,
1988,Residence,Gender,Male,HTD,Diseases of heart,35415,,
1988,Residence,Total Population,Total Population,HYP,Essential hypertension and hypertensive renal disease,881,,
1988,Residence,Gender,Female,HYP,Essential hypertension and hypertensive renal disease,489,,
1988,Residence,Gender,Male,HYP,Essential hypertension and hypertensive renal disease,392,,
1988,Residence,Total Population,Total Population,INJ,Accidents (unintentional injuries),10565,,
1988,Residence,Gender,Female,INJ,Accidents (unintentional injuries),2962,,
1988,Residence,Gender,Male,INJ,Accidents (unintentional injuries),7603,,
1988,Residence,Total Population,Total Population,LIV,Chronic liver disease and cirrhosis,4186,,
1988,Residence,Gender,Female,LIV,Chronic liver disease and cirrhosis,1391,,
1988,Residence,Gender,Male,LIV,Chronic liver disease and cirrhosis,2795,,
1988,Residence,Total Population,Total Population,NEP,"Nephritis, nephrotic syndrome and nephrosis",1552,,
1988,Residence,Gender,Female,NEP,"Nephritis, nephrotic syndrome and nephrosis",775,,
1988,Residence,Gender,Male,NEP,"Nephritis, nephrotic syndrome and nephrosis",777,,
1988,Residence,Total Population,Total Population,PAR,Parkinson's disease,677,,
1988,Residence,Gender,Female,PAR,Parkinson's disease,286,,
1988,Residence,Gender,Male,PAR,Parkinson's disease,391,,
1988,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,9382,,
1988,Residence,Gender,Female,PNF,Influenza and pneumonia,5210,,
1988,Residence,Gender,Male,PNF,Influenza and pneumonia,4172,,
1988,Residence,Total Population,Total Population,STK,Cerebrovascular diseases,15973,,
1988,Residence,Gender,Female,STK,Cerebrovascular diseases,9731,,
1988,Residence,Gender,Male,STK,Cerebrovascular diseases,6242,,
1988,Residence,Total Population,Total Population,SUI,Intentional self-harm (suicide),3989,,
1988,Residence,Gender,Female,SUI,Intentional self-harm (suicide),910,,
1988,Residence,Gender,Male,SUI,Intentional self-harm (suicide),3079,,
1989,Occurrence,Total Population,Total Population,ALL,All causes (total),217371,,
1989,Occurrence,Age,Under 1 year,ALL,All causes (total),4876,,
1989,Occurrence,Age,1-4 years,ALL,All causes (total),927,,
1989,Occurrence,Age,5-14 years,ALL,All causes (total),954,,
1989,Occurrence,Age,15-24 years,ALL,All causes (total),4675,,
1989,Occurrence,Age,25-34 years,ALL,All causes (total),8231,,
1989,Occurrence,Age,35-44 years,ALL,All causes (total),10598,,
1989,Occurrence,Age,45-54 years,ALL,All causes (total),12998,,
1989,Occurrence,Age,55-64 years,ALL,All causes (total),25678,,
1989,Occurrence,Age,65-74 years,ALL,All causes (total),45917,,
1989,Occurrence,Age,75-84 years,ALL,All causes (total),56995,,
1989,Occurrence,Age,85 years and over,ALL,All causes (total),45368,,
1989,Occurrence,Gender,Female,ALL,All causes (total),103529,,
1989,Occurrence,Gender,Male,ALL,All causes (total),113842,,
1989,Occurrence,Total Population,Total Population,ALZ,Alzheimer's disease,1132,,
1989,Occurrence,Gender,Female,ALZ,Alzheimer's disease,703,,
1989,Occurrence,Gender,Male,ALZ,Alzheimer's disease,429,,
1989,Occurrence,Total Population,Total Population,CAN,Malignant neoplasms,48463,,
1989,Occurrence,Gender,Female,CAN,Malignant neoplasms,23487,,
1989,Occurrence,Gender,Male,CAN,Malignant neoplasms,24976,,
1989,Occurrence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,9804,,
1989,Occurrence,Gender,Female,CLD,Chronic lower respiratory diseases,4660,,
1989,Occurrence,Gender,Male,CLD,Chronic lower respiratory diseases,5144,,
1989,Occurrence,Total Population,Total Population,DIA,Diabetes mellitus,3362,,
1989,Occurrence,Gender,Female,DIA,Diabetes mellitus,1862,,
1989,Occurrence,Gender,Male,DIA,Diabetes mellitus,1500,,
1989,Occurrence,Total Population,Total Population,HOM,Assault (homicide),3298,,
1989,Occurrence,Gender,Female,HOM,Assault (homicide),665,,
1989,Occurrence,Gender,Male,HOM,Assault (homicide),2633,,
1989,Occurrence,Total Population,Total Population,HTD,Diseases of heart,70011,,
1989,Occurrence,Gender,Female,HTD,Diseases of heart,35236,,
1989,Occurrence,Gender,Male,HTD,Diseases of heart,34775,,
1989,Occurrence,Total Population,Total Population,HYP,Essential hypertension and hypertensive renal disease,941,,
1989,Occurrence,Gender,Female,HYP,Essential hypertension and hypertensive renal disease,548,,
1989,Occurrence,Gender,Male,HYP,Essential hypertension and hypertensive renal disease,393,,
1989,Occurrence,Total Population,Total Population,INJ,Accidents (unintentional injuries),10662,,
1989,Occurrence,Gender,Female,INJ,Accidents (unintentional injuries),2995,,
1989,Occurrence,Gender,Male,INJ,Accidents (unintentional injuries),7667,,
1989,Occurrence,Total Population,Total Population,LIV,Chronic liver disease and cirrhosis,4020,,
1989,Occurrence,Gender,Female,LIV,Chronic liver disease and cirrhosis,1318,,
1989,Occurrence,Gender,Male,LIV,Chronic liver disease and cirrhosis,2702,,
1989,Occurrence,Total Population,Total Population,NEP,"Nephritis, nephrotic syndrome and nephrosis",1511,,
1989,Occurrence,Gender,Female,NEP,"Nephritis, nephrotic syndrome and nephrosis",765,,
