"Year","Geography_Type","Strata","Strata_Name","Cause","Cause_Desc","ICD_Revision","Count","Annotation_Code","Annotation_Desc","Data_Revision_Date"
2019,Residence,Gender,Male,PNF,Influenza and pneumonia,ICD-10,2863,,,01/16/2025
2019,Residence,Race-Ethnicity,American Indian/Alaska Native,PNF,Influenza and pneumonia,ICD-10,27,,,01/16/2025
2019,Residence,Race-Ethnicity,Asian,PNF,Influenza and pneumonia,ICD-10,821,,,01/16/2025
2019,Residence,Race-Ethnicity,Black,PNF,Influenza and pneumonia,ICD-10,407,,,01/16/2025
2019,Residence,Race-Ethnicity,Hawaiian/Pacific Islander,PNF,Influenza and pneumonia,ICD-10,26,,,01/16/2025
2019,Residence,Race-Ethnicity,Hispanic,PNF,Influenza and pneumonia,ICD-10,1203,,,01/16/2025
2019,Residence,Race-Ethnicity,Multi-Race,PNF,Influenza and pneumonia,ICD-10,35,,,01/16/2025
2019,Residence,Race-Ethnicity,White,PNF,Influenza and pneumonia,ICD-10,3119,,,01/16/2025
2019,Residence,Race-Ethnicity,Other/Unknown,PNF,Influenza and pneumonia,ICD-10,33,,,01/16/2025
2019,Residence,Total Population,Total Population,STK,Cerebrovascular diseases,ICD-10,16875,,,01/16/2025
2019,Residence,Gender,Female,STK,Cerebrovascular diseases,ICD-10,9509,,,01/16/2025
2019,Residence,Gender,Male,STK,Cerebrovascular diseases,ICD-10,7366,,,01/16/2025
2019,Residence,Race-Ethnicity,American Indian/Alaska Native,STK,Cerebrovascular diseases,ICD-10,64,,,01/16/2025
2019,Residence,Race-Ethnicity,Asian,STK,Cerebrovascular diseases,ICD-10,2345,,,01/16/2025
2019,Residence,Race-Ethnicity,Black,STK,Cerebrovascular diseases,ICD-10,1289,,,01/16/2025
2019,Residence,Race-Ethnicity,Hawaiian/Pacific Islander,STK,Cerebrovascular diseases,ICD-10,74,,,01/16/2025
2019,Residence,Race-Ethnicity,Hispanic,STK,Cerebrovascular diseases,ICD-10,3364,,,01/16/2025
2019,Residence,Race-Ethnicity,Multi-Race,STK,Cerebrovascular diseases,ICD-10,128,,,01/16/2025
2019,Residence,Race-Ethnicity,White,STK,Cerebrovascular diseases,ICD-10,9523,,,01/16/2025
2019,Residence,Race-Ethnicity,Other/Unknown,STK,Cerebrovascular diseases,ICD-10,88,,,01/16/2025
2019,Residence,Total Population,Total Population,SUI,Intentional self-harm (suicide),ICD-10,4447,,,01/16/2025
2019,Residence,Gender,Female,SUI,Intentional self-harm (suicide),ICD-10,957,,,01/16/2025
2019,Residence,Gender,Male,SUI,Intentional self-harm (suicide),ICD-10,3490,,,01/16/2025
2019,Residence,Race-Ethnicity,American Indian/Alaska Native,SUI,Intentional self-harm (suicide),ICD-10,19,,,01/16/2025
2019,Residence,Race-Ethnicity,Asian,SUI,Intentional self-harm (suicide),ICD-10,378,,,01/16/2025
2019,Residence,Race-Ethnicity,Black,SUI,Intentional self-harm (suicide),ICD-10,202,,,01/16/2025
2019,Residence,Race-Ethnicity,Hawaiian/Pacific Islander,SUI,Intentional self-harm (suicide),ICD-10,20,,,01/16/2025
2019,Residence,Race-Ethnicity,Hispanic,SUI,Intentional self-harm (suicide),ICD-10,948,,,01/16/2025
2019,Residence,Race-Ethnicity,Multi-Race,SUI,Intentional self-harm (suicide),ICD-10,85,,,01/16/2025
2019,Residence,Race-Ethnicity,White,SUI,Intentional self-harm (suicide),ICD-10,2773,,,01/16/2025
2019,Residence,Race-Ethnicity,Other/Unknown,SUI,Intentional self-harm (suicide),ICD-10,22,,,01/16/2025
2020,Occurrence,Total Population,Total Population,ALL,All causes (total),ICD-10,320893,,,01/16/2025
2020,Occurrence,Age,Under 1 year,ALL,All causes (total),ICD-10,1675,,,01/16/2025
2020,Occurrence,Age,1-4 years,ALL,All causes (total),ICD-10,318,,,01/16/2025
2020,Occurrence,Age,5-14 years,ALL,All causes (total),ICD-10,538,,,01/16/2025
2020,Occurrence,Age,15-24 years,ALL,All causes (total),ICD-10,3848,,,01/16/2025
2020,Occurrence,Age,25-34 years,ALL,All causes (total),ICD-10,7572,,,01/16/2025
2020,Occurrence,Age,35-44 years,ALL,All causes (total),ICD-10,10314,,,01/16/2025
2020,Occurrence,Age,45-54 years,ALL,All causes (total),ICD-10,19025,,,01/16/2025
2020,Occurrence,Age,55-64 years,ALL,All causes (total),ICD-10,41409,,,01/16/2025
2020,Occurrence,Age,65-74 years,ALL,All causes (total),ICD-10,60675,,,01/16/2025
2020,Occurrence,Age,75-84 years,ALL,All causes (total),ICD-10,73588,,,01/16/2025
2020,Occurrence,Age,85 years and over,ALL,All causes (total),ICD-10,101874,,,01/16/2025
2020,Occurrence,Gender,Female,ALL,All causes (total),ICD-10,148246,,,01/16/2025
2020,Occurrence,Gender,Male,ALL,All causes (total),ICD-10,172632,,,01/16/2025
2020,Occurrence,Gender * Race-Ethnicity,Female * American Indian/Alaska Native,ALL,All causes (total),ICD-10,779,,,01/16/2025
2020,Occurrence,Gender * Race-Ethnicity,Female * Asian,ALL,All causes (total),ICD-10,16714,,,01/16/2025
2020,Occurrence,Gender * Race-Ethnicity,Female * Black,ALL,All causes (total),ICD-10,11771,,,01/16/2025
2020,Occurrence,Gender * Race-Ethnicity,Female * Hawaiian/Pacific Islander,ALL,All causes (total),ICD-10,582,,,01/16/2025
2020,Occurrence,Gender * Race-Ethnicity,Female * Hispanic,ALL,All causes (total),ICD-10,32892,,,01/16/2025
2020,Occurrence,Gender * Race-Ethnicity,Female * Multi-Race,ALL,All causes (total),ICD-10,1403,,,01/16/2025
2020,Occurrence,Gender * Race-Ethnicity,Female * White,ALL,All causes (total),ICD-10,83441,,,01/16/2025
2020,Occurrence,Gender * Race-Ethnicity,Female * Other/Unknown,ALL,All causes (total),ICD-10,664,,,01/16/2025
2020,Occurrence,Gender * Race-Ethnicity,Male * American Indian/Alaska Native,ALL,All causes (total),ICD-10,841,,,01/16/2025
2020,Occurrence,Gender * Race-Ethnicity,Male * Asian,ALL,All causes (total),ICD-10,17629,,,01/16/2025
2020,Occurrence,Gender * Race-Ethnicity,Male * Black,ALL,All causes (total),ICD-10,13903,,,01/16/2025
2020,Occurrence,Gender * Race-Ethnicity,Male * Hawaiian/Pacific Islander,ALL,All causes (total),ICD-10,757,,,01/16/2025
2020,Occurrence,Gender * Race-Ethnicity,Male * Hispanic,ALL,All causes (total),ICD-10,44862,,,01/16/2025
2020,Occurrence,Gender * Race-Ethnicity,Male * Multi-Race,ALL,All causes (total),ICD-10,1729,,,01/16/2025
2020,Occurrence,Gender * Race-Ethnicity,Male * White,ALL,All causes (total),ICD-10,91665,,,01/16/2025
2020,Occurrence,Gender * Race-Ethnicity,Male * Other/Unknown,ALL,All causes (total),ICD-10,1246,,,01/16/2025
2020,Occurrence,Place Type,Inpatient,ALL,All causes (total),ICD-10,102308,,,01/16/2025
2020,Occurrence,Place Type,Emergency Room/Outpatient,ALL,All causes (total),ICD-10,19269,,,01/16/2025
2020,Occurrence,Place Type,Decedent's Home,ALL,All causes (total),ICD-10,121699,,,01/16/2025
2020,Occurrence,Place Type,Hospice Facility,ALL,All causes (total),ICD-10,4233,,,01/16/2025
2020,Occurrence,Place Type,Nursing Home/Long Term Care Facility,ALL,All causes (total),ICD-10,42467,,,01/16/2025
2020,Occurrence,Place Type,Other/Unknown,ALL,All causes (total),ICD-10,30917,,,01/16/2025
2020,Occurrence,Race-Ethnicity,American Indian/Alaska Native,ALL,All causes (total),ICD-10,1620,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Asian,ALL,All causes (total),ICD-10,34344,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Black,ALL,All causes (total),ICD-10,25674,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,ALL,All causes (total),ICD-10,1339,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Hispanic,ALL,All causes (total),ICD-10,77755,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Multi-Race,ALL,All causes (total),ICD-10,3132,,,01/16/2025
2020,Occurrence,Race-Ethnicity,White,ALL,All causes (total),ICD-10,175108,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Other/Unknown,ALL,All causes (total),ICD-10,1921,,,01/16/2025
2020,Occurrence,Race Alone or In Combination,American Indian / Alaska Native,ALL,All causes (total),ICD-10,4177,,,01/16/2025
2020,Occurrence,Race Alone or In Combination,Asian,ALL,All causes (total),ICD-10,35925,,,01/16/2025
2020,Occurrence,Race Alone or In Combination,Asian - Chinese (including Taiwanese),ALL,All causes (total),ICD-10,9317,,,01/16/2025
2020,Occurrence,Race Alone or In Combination,Asian - Japanese,ALL,All causes (total),ICD-10,3898,,,01/16/2025
2020,Occurrence,Race Alone or In Combination,Asian - Korean,ALL,All causes (total),ICD-10,3244,,,01/16/2025
2020,Occurrence,Race Alone or In Combination,Asian - Vietnamese,ALL,All causes (total),ICD-10,3890,,,01/16/2025
2020,Occurrence,Race Alone or In Combination,Asian - Cambodian,ALL,All causes (total),ICD-10,689,,,01/16/2025
2020,Occurrence,Race Alone or In Combination,Asian - Thai,ALL,All causes (total),ICD-10,287,,,01/16/2025
2020,Occurrence,Race Alone or In Combination,Asian - Laotian,ALL,All causes (total),ICD-10,462,,,01/16/2025
2020,Occurrence,Race Alone or In Combination,Asian - Hmong,ALL,All causes (total),ICD-10,506,,,01/16/2025
2020,Occurrence,Race Alone or In Combination,"Asian - Asian Indian (including Bangladeshi, Pakistani, and Sri Lankan)",ALL,All causes (total),ICD-10,2540,,,01/16/2025
2020,Occurrence,Race Alone or In Combination,Asian - Filipino,ALL,All causes (total),ICD-10,9656,,,01/16/2025
2020,Occurrence,Race Alone or In Combination,Black,ALL,All causes (total),ICD-10,27041,,,01/16/2025
2020,Occurrence,Race Alone or In Combination,Native Hawaiian / Pacific Islander (NHPI),ALL,All causes (total),ICD-10,1751,,,01/16/2025
2020,Occurrence,Race Alone or In Combination,NHPI - Hawaiian,ALL,All causes (total),ICD-10,353,,,01/16/2025
2020,Occurrence,Race Alone or In Combination,NHPI - Guamanian or Chamorro,ALL,All causes (total),ICD-10,211,,,01/16/2025
2020,Occurrence,Race Alone or In Combination,NHPI - Samoan,ALL,All causes (total),ICD-10,453,,,01/16/2025
2020,Occurrence,Race Alone or In Combination,White (including Middle Eastern and North African),ALL,All causes (total),ICD-10,254045,,,01/16/2025
2020,Occurrence,Total Population,Total Population,ALZ,Alzheimer's disease,ICD-10,18791,,,01/16/2025
2020,Occurrence,Gender,Female,ALZ,Alzheimer's disease,ICD-10,12725,,,01/16/2025
2020,Occurrence,Gender,Male,ALZ,Alzheimer's disease,ICD-10,6066,,,01/16/2025
2020,Occurrence,Race-Ethnicity,American Indian/Alaska Native,ALZ,Alzheimer's disease,ICD-10,53,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Asian,ALZ,Alzheimer's disease,ICD-10,1833,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Black,ALZ,Alzheimer's disease,ICD-10,1124,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,ALZ,Alzheimer's disease,ICD-10,26,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Hispanic,ALZ,Alzheimer's disease,ICD-10,3157,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Multi-Race,ALZ,Alzheimer's disease,ICD-10,116,,,01/16/2025
2020,Occurrence,Race-Ethnicity,White,ALZ,Alzheimer's disease,ICD-10,12429,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Other/Unknown,ALZ,Alzheimer's disease,ICD-10,53,,,01/16/2025
2020,Occurrence,Total Population,Total Population,CAN,Malignant neoplasms,ICD-10,60062,,,01/16/2025
2020,Occurrence,Gender,Female,CAN,Malignant neoplasms,ICD-10,28716,,,01/16/2025
2020,Occurrence,Gender,Male,CAN,Malignant neoplasms,ICD-10,31345,,,01/16/2025
2020,Occurrence,Race-Ethnicity,American Indian/Alaska Native,CAN,Malignant neoplasms,ICD-10,267,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Asian,CAN,Malignant neoplasms,ICD-10,7245,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Black,CAN,Malignant neoplasms,ICD-10,4372,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,CAN,Malignant neoplasms,ICD-10,252,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Hispanic,CAN,Malignant neoplasms,ICD-10,12124,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Multi-Race,CAN,Malignant neoplasms,ICD-10,550,,,01/16/2025
2020,Occurrence,Race-Ethnicity,White,CAN,Malignant neoplasms,ICD-10,34975,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Other/Unknown,CAN,Malignant neoplasms,ICD-10,277,,,01/16/2025
2020,Occurrence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,12916,,,01/16/2025
2020,Occurrence,Gender,Female,CLD,Chronic lower respiratory diseases,ICD-10,6750,,,01/16/2025
2020,Occurrence,Gender,Male,CLD,Chronic lower respiratory diseases,ICD-10,6166,,,01/16/2025
2020,Occurrence,Race-Ethnicity,American Indian/Alaska Native,CLD,Chronic lower respiratory diseases,ICD-10,66,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Asian,CLD,Chronic lower respiratory diseases,ICD-10,865,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Black,CLD,Chronic lower respiratory diseases,ICD-10,980,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,CLD,Chronic lower respiratory diseases,ICD-10,35,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Hispanic,CLD,Chronic lower respiratory diseases,ICD-10,1406,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Multi-Race,CLD,Chronic lower respiratory diseases,ICD-10,127,,,01/16/2025
2020,Occurrence,Race-Ethnicity,White,CLD,Chronic lower respiratory diseases,ICD-10,9373,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Other/Unknown,CLD,Chronic lower respiratory diseases,ICD-10,64,,,01/16/2025
2020,Occurrence,Total Population,Total Population,DIA,Diabetes mellitus,ICD-10,11664,,,01/16/2025
2020,Occurrence,Gender,Female,DIA,Diabetes mellitus,ICD-10,5087,,,01/16/2025
2020,Occurrence,Gender,Male,DIA,Diabetes mellitus,ICD-10,6577,,,01/16/2025
2020,Occurrence,Race-Ethnicity,American Indian/Alaska Native,DIA,Diabetes mellitus,ICD-10,74,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Asian,DIA,Diabetes mellitus,ICD-10,1647,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Black,DIA,Diabetes mellitus,ICD-10,1302,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,DIA,Diabetes mellitus,ICD-10,88,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Hispanic,DIA,Diabetes mellitus,ICD-10,3942,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Multi-Race,DIA,Diabetes mellitus,ICD-10,107,,,01/16/2025
2020,Occurrence,Race-Ethnicity,White,DIA,Diabetes mellitus,ICD-10,4422,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Other/Unknown,DIA,Diabetes mellitus,ICD-10,82,,,01/16/2025
2020,Occurrence,Total Population,Total Population,HOM,Assault (homicide),ICD-10,2379,,,01/16/2025
2020,Occurrence,Gender,Female,HOM,Assault (homicide),ICD-10,382,,,01/16/2025
2020,Occurrence,Gender,Male,HOM,Assault (homicide),ICD-10,1996,,,01/16/2025
2020,Occurrence,Race-Ethnicity,American Indian/Alaska Native,HOM,Assault (homicide),ICD-10,20,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Asian,HOM,Assault (homicide),ICD-10,99,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Black,HOM,Assault (homicide),ICD-10,663,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,HOM,Assault (homicide),ICD-10,,2,Cell suppressed for complementary cell,01/16/2025
2020,Occurrence,Race-Ethnicity,Hispanic,HOM,Assault (homicide),ICD-10,1108,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Multi-Race,HOM,Assault (homicide),ICD-10,52,,,01/16/2025
2020,Occurrence,Race-Ethnicity,White,HOM,Assault (homicide),ICD-10,416,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Other/Unknown,HOM,Assault (homicide),ICD-10,,1,Cell suppressed for small numbers,01/16/2025
2020,Occurrence,Total Population,Total Population,HTD,Diseases of heart,ICD-10,66762,,,01/16/2025
2020,Occurrence,Gender,Female,HTD,Diseases of heart,ICD-10,29153,,,01/16/2025
2020,Occurrence,Gender,Male,HTD,Diseases of heart,ICD-10,37609,,,01/16/2025
2020,Occurrence,Race-Ethnicity,American Indian/Alaska Native,HTD,Diseases of heart,ICD-10,318,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Asian,HTD,Diseases of heart,ICD-10,6881,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Black,HTD,Diseases of heart,ICD-10,5637,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,HTD,Diseases of heart,ICD-10,320,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Hispanic,HTD,Diseases of heart,ICD-10,12531,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Multi-Race,HTD,Diseases of heart,ICD-10,617,,,01/16/2025
2020,Occurrence,Race-Ethnicity,White,HTD,Diseases of heart,ICD-10,40069,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Other/Unknown,HTD,Diseases of heart,ICD-10,389,,,01/16/2025
2020,Occurrence,Total Population,Total Population,HYP,Essential hypertension and hypertensive renal disease,ICD-10,6095,,,01/16/2025
2020,Occurrence,Gender,Female,HYP,Essential hypertension and hypertensive renal disease,ICD-10,3254,,,01/16/2025
2020,Occurrence,Gender,Male,HYP,Essential hypertension and hypertensive renal disease,ICD-10,2841,,,01/16/2025
2020,Occurrence,Race-Ethnicity,American Indian/Alaska Native,HYP,Essential hypertension and hypertensive renal disease,ICD-10,25,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Asian,HYP,Essential hypertension and hypertensive renal disease,ICD-10,897,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Black,HYP,Essential hypertension and hypertensive renal disease,ICD-10,707,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,HYP,Essential hypertension and hypertensive renal disease,ICD-10,28,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Hispanic,HYP,Essential hypertension and hypertensive renal disease,ICD-10,1344,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Multi-Race,HYP,Essential hypertension and hypertensive renal disease,ICD-10,57,,,01/16/2025
2020,Occurrence,Race-Ethnicity,White,HYP,Essential hypertension and hypertensive renal disease,ICD-10,3006,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Other/Unknown,HYP,Essential hypertension and hypertensive renal disease,ICD-10,31,,,01/16/2025
2020,Occurrence,Total Population,Total Population,INJ,Accidents (unintentional injuries),ICD-10,18712,,,01/16/2025
2020,Occurrence,Gender,Female,INJ,Accidents (unintentional injuries),ICD-10,5193,,,01/16/2025
2020,Occurrence,Gender,Male,INJ,Accidents (unintentional injuries),ICD-10,13517,,,01/16/2025
2020,Occurrence,Race-Ethnicity,American Indian/Alaska Native,INJ,Accidents (unintentional injuries),ICD-10,148,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Asian,INJ,Accidents (unintentional injuries),ICD-10,1099,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Black,INJ,Accidents (unintentional injuries),ICD-10,1914,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,INJ,Accidents (unintentional injuries),ICD-10,62,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Hispanic,INJ,Accidents (unintentional injuries),ICD-10,5742,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Multi-Race,INJ,Accidents (unintentional injuries),ICD-10,386,,,01/16/2025
2020,Occurrence,Race-Ethnicity,White,INJ,Accidents (unintentional injuries),ICD-10,9141,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Other/Unknown,INJ,Accidents (unintentional injuries),ICD-10,220,,,01/16/2025
2020,Occurrence,Total Population,Total Population,LIV,Chronic liver disease and cirrhosis,ICD-10,6189,,,01/16/2025
2020,Occurrence,Gender,Female,LIV,Chronic liver disease and cirrhosis,ICD-10,2223,,,01/16/2025
2020,Occurrence,Gender,Male,LIV,Chronic liver disease and cirrhosis,ICD-10,3966,,,01/16/2025
2020,Occurrence,Race-Ethnicity,American Indian/Alaska Native,LIV,Chronic liver disease and cirrhosis,ICD-10,70,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Asian,LIV,Chronic liver disease and cirrhosis,ICD-10,314,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Black,LIV,Chronic liver disease and cirrhosis,ICD-10,298,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,LIV,Chronic liver disease and cirrhosis,ICD-10,11,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Hispanic,LIV,Chronic liver disease and cirrhosis,ICD-10,2493,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Multi-Race,LIV,Chronic liver disease and cirrhosis,ICD-10,70,,,01/16/2025
2020,Occurrence,Race-Ethnicity,White,LIV,Chronic liver disease and cirrhosis,ICD-10,2883,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Other/Unknown,LIV,Chronic liver disease and cirrhosis,ICD-10,50,,,01/16/2025
2020,Occurrence,Total Population,Total Population,NEP,"Nephritis, nephrotic syndrome and nephrosis",ICD-10,4402,,,01/16/2025
2020,Occurrence,Gender,Female,NEP,"Nephritis, nephrotic syndrome and nephrosis",ICD-10,2056,,,01/16/2025
2020,Occurrence,Gender,Male,NEP,"Nephritis, nephrotic syndrome and nephrosis",ICD-10,2346,,,01/16/2025
2020,Occurrence,Race-Ethnicity,American Indian/Alaska Native,NEP,"Nephritis, nephrotic syndrome and nephrosis",ICD-10,26,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Asian,NEP,"Nephritis, nephrotic syndrome and nephrosis",ICD-10,598,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Black,NEP,"Nephritis, nephrotic syndrome and nephrosis",ICD-10,464,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,NEP,"Nephritis, nephrotic syndrome and nephrosis",ICD-10,24,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Hispanic,NEP,"Nephritis, nephrotic syndrome and nephrosis",ICD-10,1269,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Multi-Race,NEP,"Nephritis, nephrotic syndrome and nephrosis",ICD-10,44,,,01/16/2025
2020,Occurrence,Race-Ethnicity,White,NEP,"Nephritis, nephrotic syndrome and nephrosis",ICD-10,1949,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Other/Unknown,NEP,"Nephritis, nephrotic syndrome and nephrosis",ICD-10,28,,,01/16/2025
2020,Occurrence,Total Population,Total Population,PAR,Parkinson's disease,ICD-10,4151,,,01/16/2025
2020,Occurrence,Gender,Female,PAR,Parkinson's disease,ICD-10,1525,,,01/16/2025
2020,Occurrence,Gender,Male,PAR,Parkinson's disease,ICD-10,2626,,,01/16/2025
2020,Occurrence,Race-Ethnicity,American Indian/Alaska Native,PAR,Parkinson's disease,ICD-10,,2,Cell suppressed for complementary cell,01/16/2025
2020,Occurrence,Race-Ethnicity,Asian,PAR,Parkinson's disease,ICD-10,454,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Black,PAR,Parkinson's disease,ICD-10,140,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,PAR,Parkinson's disease,ICD-10,,1,Cell suppressed for small numbers,01/16/2025
2020,Occurrence,Race-Ethnicity,Hispanic,PAR,Parkinson's disease,ICD-10,612,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Multi-Race,PAR,Parkinson's disease,ICD-10,17,,,01/16/2025
2020,Occurrence,Race-Ethnicity,White,PAR,Parkinson's disease,ICD-10,2884,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Other/Unknown,PAR,Parkinson's disease,ICD-10,22,,,01/16/2025
2020,Occurrence,Total Population,Total Population,PNF,Influenza and pneumonia,ICD-10,6078,,,01/16/2025
2020,Occurrence,Gender,Female,PNF,Influenza and pneumonia,ICD-10,2845,,,01/16/2025
2020,Occurrence,Gender,Male,PNF,Influenza and pneumonia,ICD-10,3233,,,01/16/2025
2020,Occurrence,Race-Ethnicity,American Indian/Alaska Native,PNF,Influenza and pneumonia,ICD-10,28,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Asian,PNF,Influenza and pneumonia,ICD-10,918,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Black,PNF,Influenza and pneumonia,ICD-10,478,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,PNF,Influenza and pneumonia,ICD-10,27,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Hispanic,PNF,Influenza and pneumonia,ICD-10,1432,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Multi-Race,PNF,Influenza and pneumonia,ICD-10,56,,,01/16/2025
2020,Occurrence,Race-Ethnicity,White,PNF,Influenza and pneumonia,ICD-10,3096,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Other/Unknown,PNF,Influenza and pneumonia,ICD-10,43,,,01/16/2025
2020,Occurrence,Total Population,Total Population,STK,Cerebrovascular diseases,ICD-10,17936,,,01/16/2025
2020,Occurrence,Gender,Female,STK,Cerebrovascular diseases,ICD-10,9990,,,01/16/2025
2020,Occurrence,Gender,Male,STK,Cerebrovascular diseases,ICD-10,7946,,,01/16/2025
2020,Occurrence,Race-Ethnicity,American Indian/Alaska Native,STK,Cerebrovascular diseases,ICD-10,74,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Asian,STK,Cerebrovascular diseases,ICD-10,2592,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Black,STK,Cerebrovascular diseases,ICD-10,1431,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,STK,Cerebrovascular diseases,ICD-10,77,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Hispanic,STK,Cerebrovascular diseases,ICD-10,3734,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Multi-Race,STK,Cerebrovascular diseases,ICD-10,143,,,01/16/2025
2020,Occurrence,Race-Ethnicity,White,STK,Cerebrovascular diseases,ICD-10,9801,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Other/Unknown,STK,Cerebrovascular diseases,ICD-10,84,,,01/16/2025
2020,Occurrence,Total Population,Total Population,SUI,Intentional self-harm (suicide),ICD-10,4171,,,01/16/2025
2020,Occurrence,Gender,Female,SUI,Intentional self-harm (suicide),ICD-10,924,,,01/16/2025
2020,Occurrence,Gender,Male,SUI,Intentional self-harm (suicide),ICD-10,3247,,,01/16/2025
2020,Occurrence,Race-Ethnicity,American Indian/Alaska Native,SUI,Intentional self-harm (suicide),ICD-10,15,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Asian,SUI,Intentional self-harm (suicide),ICD-10,393,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Black,SUI,Intentional self-harm (suicide),ICD-10,210,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,SUI,Intentional self-harm (suicide),ICD-10,16,,,01/16/2025
2020,Occurrence,Race-Ethnicity,Hispanic,SUI,Intentional self-harm (suicide),ICD-10,944,,,01/16/2025
